Author,Date,Cool,Funny,Useful,Rating,Message,Author Reviews,Author Friends,Author ID,Location,Profile URL,Profile Photo,URL,
Mallory H.,2/15/21 19:12,0,0,0,1,5,"Went here last night for Valentine's Dinner. We started with drinks- a Cosmopolitan for me and a Banana Standard (Rye) for the significant other. The drinks were delicious and great prices. As for food, they're serving a 3-course meal for $68 per person. They had great options for all 3 courses- I didn't feel like I was having to settle as multiple items from each course sounded delicious. 

For my appetizer, I got the Hamachi Crudo. It was very fresh and plentiful. There was a sweet sauce on top that cut into the fattiness. My SO got the russet potato gnocchi with king crab. It was a $12 upcharge. I wish it was a little bigger portion or had more crab, but besides the size it was fantastic taste. There was an incredible sauce that really brought it all together. For the entrees, I got the duck breast and he got the steak chinoise. Both were delicious and plenty big enough, but WOW his steak was out of this world. I was nervous the tamari ginger sauce on it would be overpowering but it melded perfectly with the steak. The potatoes (on both dishes) were buttery in texture and delicious in taste. Lastly, for dessert we got the chocolate pavé and coconut gateau. As I'm not a big  sweet person (and at that point already very full), I didn't rage over either but nonetheless had no complaints. 

All in all this was a wonderful experience. The service was great, food was delicious, and felt as though the quantity and quality of the food we got fulfilled the price we paid. So far it's my favorite Cville restaurant and I would be thrilled to make a return once the menu has rotated  a bit.",24,399,50Ts9xTO1_qsB2vSg9NUDQ,"Centennial, CO",https://www.yelp.com/user_details?userid=50Ts9xTO1_qsB2vSg9NUDQ,,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Jade R.,4/3/21 1:03,3,5,5,5,2,"Honestly it sucks to write this but in many ways I'm very upset. I saw that this place had excellent reviews. Some of them said they weren't ""creative"" or stellar but nobody outwardly said it was bad. I just wanted to give my honest experience for those whose entire days can be ruined by a bad meal.

My family is visiting from Florida and I wrote up a full Charlottesville itinerary. It was their first trip here so I wanted it to be special. I was between Fleurie and C&O for tonight and WISH I picked Fleurie. The menu seemed strong, but boy was the food not good (at least for me).

I started with a glass of wine and the new pasta special. I LOVE pasta, especially house made. It was honestly awful. It just didn't taste right. When the best feature of a dish is... English peas, something isn't right. It had an awful sauce and didn't TASTE like the description. My brother had the beef carpaccio and raved about it and my mom had the scallops and they were excellent. I'm glad they were happy but it was honestly one of the worst dishes I've ever had. I had high hopes for my entree since the waitress (who was honestly amazing otherwise) recommended it. I had the lamb and my brother and mom had the halibut. The lamb was criminally bad. It had... another gross sauce on it. It was almost drowned in this sauce. It was served over a bland polenta. I haven't had many lamb dishes I didn't like, but this one was hard to eat. This time, my family said the halibut was severely overcooked but the sauce was delicious. For dessert I had the creme brûlée and it was good. My brothers cheese plate looked like airline food.

Overall... beauty atmosphere, stellar service, but I spent over $100 for awful food. Very upsetting. Maybe I ordered wrong or something but I don't care to go back and find out. For the love of god CHILL on the sauces on literally everything.",397,751,M2lPfXY6pKcnmEd4MXW1xg,"Richmond, VA",https://www.yelp.com/user_details?userid=M2lPfXY6pKcnmEd4MXW1xg,https://s3-media0.fl.yelpcdn.com/photo/p1jRv2zbnT-DgVg4zpr4dg/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Gus S.,4/8/21 23:28,2,0,0,1,4,"This place is so unique, with great service and absolutely delicious food. It is located in an historical building in a somewhat desolate section of Charlottesville. The restaurant opened in the 1970s as a classic fine dining French restaurant with a dress code. They have since lifted the dress code, and expanded the menu. But the food is still crème de la crème. My wife and I made reservations on a Saturday night. We were seated just a few minutes after our arrival. The hostess was very nice and accommodating.  We were seated in an area on the first floor that was outside but at some point was enclosed. It was a very nice and romantic ambience. It was not cold at all. We were very comfortable. 

For an appetizer, we got the gnocchi and it was perfect. So airy and the flavor was amazing. The entrees are outstanding. We got the lamb and beef entrees. The sauces were phenomenal. The portions were great. The desserts were divine. The wine list was extensive. I highly recommend this place for a romantic date. The menu is a bit pricey, but you will not be disappointed.",532,285,JW5W4OZCohTvZlRF1jzrTg,"Philadelphia, PA",https://www.yelp.com/user_details?userid=JW5W4OZCohTvZlRF1jzrTg,https://s3-media0.fl.yelpcdn.com/photo/NphbG9CVug3ym1_JGVVlXQ/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
David H.,4/19/21 1:26,1,0,0,0,4,"Duck confit is out of this world !!
Rockfish flavors are impeccable 
Chinoise steak did not come out right which was sad but service was perfect and corrected issue 

Would highly recommend going here great ambiance",61,0,dwu0J5EFGKZySKECsBb9Gw,"Charlottesville, VA",https://www.yelp.com/user_details?userid=dwu0J5EFGKZySKECsBb9Gw,https://s3-media0.fl.yelpcdn.com/photo/SEPlFV9zsnr5LwQYP_1VnA/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Morgan G.,6/24/21 18:19,0,0,0,0,3,"Just okay. Decent drinks, but the food was just okay. The only menu available was a 3 course meal for $70 and we left feeling like we'd spent too much money on food that wasn't good enough for it (for two people, almost $200 after drinks). We'd been hearing about this place for a while so we decided to try it but won't return. Couldn't cross my legs under the table because the tables are very short--this was very uncomfortable to sit in for a long period of time (this is a nicer place, 3 course meal, so it was a long dinner). Our waiter wasn't overly pleasant and made me feel bad when I reached for the water carafe on the table to refill my own cup--he had to do it for me I guess? Not sure what that was about, but if you leave a container of water on the table and I finish my cup, I'm not going to wait for someone to come back around to fill it for me.",9,254,WOwmLS7SQGFKzdtc9MXWuw,"Paris, France",https://www.yelp.com/user_details?userid=WOwmLS7SQGFKzdtc9MXWuw,,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Yush H.,7/18/21 12:54,0,0,0,0,5,Great little restaurant with an awesome atmosphere and delicious food. We ordered some apps and drinks. The beef carpaccio was delicious and the crunchy patato hash contrasting the flavorful beef slices. And the greens and cheese on top. It was a great bite of flavor and texture. The duck confit dish was also bursting with all kinds of great flavor. Smoked mozzarella went perfectly with the peaches. Every dish was well balanced and prepared to perfection. Would definitely come back and try other items on the menu next time.,369,134,EzMbKvgxMTxNtRBlSZcBFQ,"Charlotte, NC",https://www.yelp.com/user_details?userid=EzMbKvgxMTxNtRBlSZcBFQ,https://s3-media0.fl.yelpcdn.com/photo/PK6P5nPFL1X2jaKu_PQTtg/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Nate K.,9/2/21 11:39,1,0,0,1,5,"C&O is the staple when you search for the lists of Cville's best restaurants, so it was a no-brainer for us to book a reservation during a few days staying in the area. The restaurant is eclectic with a dark and moody bistro downstairs and an airy, more homey upstairs. I expected people to be dressed a little more tastefully but most guys weren't even wearing collared shirts, it seemed. 

We went all out and got cocktails, apps, entrees and desserts each and it goes without saying -- everything, everything, everything was delectable. My wife ate the seared tuna and she will never touch raw(ish) fish like that, and here she is trying to take more pieces. I got the steak chinoise and naturally it was incredible with the ginger-tamari bearnaise. I love high dollar steak but compared to the simplicity of a nice filet, it is elevated when you have a steak that you can just mop up plate sauce with. 

My wife ordered the duck confit app as an entree which is fitting it comes out looking like an entree. That's the one weird thing that stuck out with us - why is this on the app menu? How is this supposed to be shareable? Regardless the ducks fall apart and the ricotta gnocchi are perfect. 

The cocktails were great. The dessert was great. The server was great. The experience was great. 10/10 will be making a return trip every time.",19,0,V43Btr7_w8joFW8TrTYrJg,"Norfolk, VA",https://www.yelp.com/user_details?userid=V43Btr7_w8joFW8TrTYrJg,https://s3-media0.fl.yelpcdn.com/photo/YFUe1FeRADfibokGzlMxnQ/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Krystina A.,9/5/21 2:14,0,0,0,0,5,Amazing meal. Everything we had was a show stopper. Everytime I come back to Charlottesville I will eat here.,10,0,wd7aYheZmnCLD1s6RXYu3A,"Fanwood, NJ",https://www.yelp.com/user_details?userid=wd7aYheZmnCLD1s6RXYu3A,,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Sarah C.,9/23/21 14:19,0,1,1,0,1,"This place is awful.   
We had a reservation for my birthday.  We were seated with a great ordeal, in an empty restaurant right on top of other people enjoying their dinner.  We were so close that we could have ate their dinner. 

It took forever to get served and it seemed like the server had better things to do than serve us. 

The food was okay, portions were small and very underwhelming 

We actually left still hungry and had to stop at the grocery store",19,57,xqdzLWlX9mdz-7MTWOX-gg,"Charlottesville, VA",https://www.yelp.com/user_details?userid=xqdzLWlX9mdz-7MTWOX-gg,,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Ziggy S.,12/10/21 17:11,0,0,0,0,5,"Food was unbelievable. Service was excellent. Couldn't have asked for a better evening. It was my boyfriends birthday and they were able to stick a candle in the dessert he picked as a little surprise. Absolutely would go again! 2 glasses of wine, 2 appetisers (very generous portions- not complaining), 2 entrees and one dessert was about $220. Just putting pricing there for guidance. Go and splurge out and enjoy this restaurant!",10,0,QCup_ayGEYI9pdOxfbn-vA,"Napa, CA",https://www.yelp.com/user_details?userid=QCup_ayGEYI9pdOxfbn-vA,,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Pam R.,12/17/21 2:36,1,0,0,0,5,"We were wonderfully surprised to find this hidden gem. We've lived in the area for over 10 years. We'd look for a novel special occasion restaurant several times a year, never discovering C&O, until this week on our 42nd wedding anniversary.
We were seated at an intimate location. The interior is warm, quiet & inviting, however the exterior is quite deceptive.
The service was spectacular. We felt as if we had a dedicated server. He was very attentive, at the same time unobtrusive.
While the menu is relatively limited, I still wanted to try everything! We had a difficult time deciding.
Now to the food! WOW!  I really don't know what they could possibly need to receive a Michelin award. Flavors perfectly blended, cooked to perfection with beautiful presentation. Hubs had salmon, I had tuna....OH MY GOSH!!
We started with the scallop appetizer and finished with the crème brûlée. Everything was just perfect.  Will definitely return.
Thank you, C&O for helping to make our anniversary special.",12,0,wE-o2_LQL7JLHhvlK-fyWQ,"Louisa, VA",https://www.yelp.com/user_details?userid=wE-o2_LQL7JLHhvlK-fyWQ,https://s3-media0.fl.yelpcdn.com/photo/39jvH4jY1WiSyqERXrfIkA/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Danielle S.,12/20/21 16:49,1,0,0,3,5,"Was floored the entire experience at C&O. So elegant and intimate with only about 5 tables total. The staff made us feel like we were special and was very informative in helping us decide. The duck confit gnocchi was a star. The bouillabaisse special had massive chunks of lobster. We were told the steak Chinoise is what they're most known for, but I wasn't overly impressed with it.  But overall it was a really nice fine dining experience",121,70,ibXH90mH5WMGsEXRXZH41w,"Charlotte, NC",https://www.yelp.com/user_details?userid=ibXH90mH5WMGsEXRXZH41w,https://s3-media0.fl.yelpcdn.com/photo/GgC5YF_E7aQMMy_S5ASDHA/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
B R.,12/22/21 21:37,0,0,0,3,3,"Let's me start this by saying We love C&O.  The ""we"" is my wife and I.   We live Downtown and have a wide selection of restaurants from which to choose and definitely have our favorites.  C&O always makes that list even though we frequent it less often than many others.  It's pricier for one and harder to get a table for another.  So, all of that said, we hadn't been in since Covid started and were excited to go back last week.  The charm is still there.  The downstairs bar is our favorite, feels like a different world in a good way.  And the wait staff is lovely and attentive.   My main issue - and the reason for the 3-star review - is that the food has slipped significantly while the prices have risen dramatically.  Menu has changed - plenty of favorites now gone.   My Rockfish was OK - but swimming in Sweet Potato (roasted fall squash according to the menu) to the point that the flavor of the dish was basically sweet potato pie.  I scraped 2/3's of it off and it still was overwhelmed with 'squash'.    $42 for a small piece of rockfish and a can of sweet potato.  The prices here are competing with NYC prices. But the food isn't keeping up.  I worry that regulars are going to get priced out.  I understand Covid has changed the game for restaurants - it's incredibly hard to hire good staff, food prices and inflation are going in the wrong direction, the lingering fear of the pandemic has decimated traffic.  How to survive?  I don't have the answer.  But when we think of going out for dinner next time, C&O will be off the short list b/c I just don't feel like paying $40+ for mediocre piece of fish or $50 for a decent but unexceptional piece of steak.  Breaks my heart to write this but I feel like it's a matter of time before the equation for what makes C&O such an incredible place gets decimated.  I hope I'm wrong.",82,1,_J0QRks2LDCCnvju87ix9Q,"Charlottesville, VA",https://www.yelp.com/user_details?userid=_J0QRks2LDCCnvju87ix9Q,,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Aubrey W.,2/2/22 16:20,0,0,0,1,5,This restaurant was one of the highlights during our trip to Charlottesville. It's very quaint and romantic. The food was beautifully presented and delicious. The staff was very welcoming and attentive. Everything here was top notch. Highly recommend!,327,120,COJy5mgz03NBggiOzIS8BA,"Binghamton, NY",https://www.yelp.com/user_details?userid=COJy5mgz03NBggiOzIS8BA,https://s3-media0.fl.yelpcdn.com/photo/v5wDsvugwVkhCAFCtIBH9Q/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
M W.,2/9/22 4:11,0,0,0,1,5,Have always been impressed by the great menu and service at the C&O - one of Charlottesville's best dining spots.,20,0,Fv2vaKKvUjS5emNmSz2lvQ,"Mundelein, IL",https://www.yelp.com/user_details?userid=Fv2vaKKvUjS5emNmSz2lvQ,,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Shanna E.,2/13/22 22:30,0,3,3,1,2,"Did not love the experience here. Our waitress was fine, and the old-timey home that shook when the train came by was endearing. But the drinks and food were both really disappointing.

The cocktails were really sweet and not unique. Like, if you're only doing the classics, then make them perfect. The arugula salad with warm goat cheese was good--but it's also hard to mess up heating up cheese. The roasted scallops were pretty good too, and I was happy with them, but not the best I've ever had. The duck confit gnocchi was where we were REALLY disappointed. It literally didn't taste like anything at all--how is that even possible?? Like even a bunch of salt would have made it better.",413,37,EtpnZBmusMefaa6BBBYkEw,"Washington, DC",https://www.yelp.com/user_details?userid=EtpnZBmusMefaa6BBBYkEw,https://s3-media0.fl.yelpcdn.com/photo/_Hx21_OQy4GPiOB2LY1ZXQ/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Cathy T.,3/26/22 0:26,1,0,0,0,5,"It doesn't look classy from the outside and parking is a hassle but this place was fantastic. 

My partner had the Caesar salad and he said it was the best he ever had. We both ordered the Pan Roasted Flounder and I have to say it was exceptional, both in presentation and taste.

The drinks were great and the waiter was exceptional also.

If you get a chance to eat there I highly recommend it.",1,0,FwC9N7QfJtLohi7qNgqGog,"Chateau, Pittsburgh, PA",https://www.yelp.com/user_details?userid=FwC9N7QfJtLohi7qNgqGog,,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Tom P.,4/3/22 1:42,1,0,0,0,5,Great spot and very cozy atmosphere.  Very nice people and very helpful.  Food was really good and great service.  The old building it's in is nostalgic and I like all the little rooms.  Basement bar is a spot not to miss and there are tables down there to eat too.,45,0,asmLy8Gh7BjTOsxaIKhJew,"Tampa, FL",https://www.yelp.com/user_details?userid=asmLy8Gh7BjTOsxaIKhJew,,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Valerie M.,4/17/22 15:35,0,0,0,2,5,"This is hands down my favorite restaurant in Charlottesville. It's romantic and quiet, the staff is excellent, and the food is ""remember that meal"" for decades. My criticism are small, just like their portions, but definitely expect to pay $$$$ for appetizers, dinner, and drinks. Their entrées start at $37. The scallops are $24 and there are 4, maybe 5 total so I do NOT recommend that dish. But their beef tartare is some of the best in town. Drinks on the menu or off, their bartender will make it delicious! It is a little off the mall so you can park a bit down the street and walk. Pre-pandemic they had late night C&O which was a great post date or night out nightcap. The prices were much more affordable but the standards and taste was just as good. I hope they bring that back. If you want to plan a nice romantic dinner with your partner or an intimate meal with friends and you are willing to spend $100/person then this is the place for you!",41,214,kqXOD1AoSP1CdX_pnaLKGQ,"Charlottesville, VA",https://www.yelp.com/user_details?userid=kqXOD1AoSP1CdX_pnaLKGQ,,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Walter A.,4/24/22 13:51,0,0,0,0,1,"I made a reservation directly with C&O a couple weeks in advance.  The person who took my reservation asked ""Is it special occasion"" and I said it was our 56th anniversary. She said she would make a note of it. When we showed up, our table was the first one by the front door is the hallway.  When I mentioned the ""occasion"", I was told they were very busy and couldn't make a change for the table. So much for special occasion. WE DIDN'T STAY.  Might remember that surveys show that when you get bad service, the person tells an AVERAGE of seven (7) people about it.",2,0,M7AINZJ86NdIbyiy-CPX6Q,"Charlottesville, VA",https://www.yelp.com/user_details?userid=M7AINZJ86NdIbyiy-CPX6Q,https://s3-media0.fl.yelpcdn.com/photo/GMek00EbPi9UEaEJDQBXhQ/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Caitlyn H.,5/16/22 1:09,2,0,0,1,5,"We have been longtime lurkers of this menu, but finally made the jump and indulged at this delicious restaurant. Always a good sign that those diners exiting the restaurant you are walking in want to let you know how great their meal is! We shared a variety of items including the Bibb salad, scallops, and steak chinoise. The salad was light and fresh with a delicious oil based dressing and fresh herbs. The scallops were cooked perfectly and the sauce complimented the flavors perfectly. The steak was so tender. Potatoes au gratin were good, but fairly plain (hard to care when the steak they came with stole the show).  Ended the meal with a delicious crème brûlée. Beautiful and rustic building with attentive service. Enjoyed out dinner on the covered patio. Highly recommend and would consider for a special occasion given the price point.",8,110,b6HS0JhO-o2hf1DEIiK3PA,"Columbus, OH",https://www.yelp.com/user_details?userid=b6HS0JhO-o2hf1DEIiK3PA,https://s3-media0.fl.yelpcdn.com/photo/VcCoFl5WCnq5fH22yR5vmw/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Phil D.,5/21/22 2:39,0,1,1,2,3,"Beware: Ownership and management do not care about your experience! 

Came here for Dinner Friday May 20

Service was poor. Note this was no surprise as you've known for a year this would be a busy nights

Bar - bartender was very very very slow 

Fresh bread was stale (warmed up) and so hard I almost cracked a tooth. 

 ++ Appetizer- salmon, pasta and carpaccio were excellent 

++ Main - duck (fair) , tenderloin and lamb very good with tender and deep flavors

- - - Potatoes and asparagus were cold, ice cold!!

+ Dessert was good, toffee pudding was extraordinary, creme brûlée was pre made, dark chocolate bread pudding was okay

- - - - Service was disappointing (server she took our order and never came back) some other guy serving water who we'd not seen at all came up 75% through our meal and asked how our meal was...kinda a fly by.

- I ordered a second round of drinks that took 14 minutes (meal was over) server never came back!!

For a big celebration we had a good time but not without distractions you created that could easily have been avoided!

Update: The owner called,  sincerely apologized and did the right thing. 

Update: My suggestion is go here and be up front with your server that you expect hot food and single point of contact service.",345,1,gMywYzrg2SvXR85mbXlang,"San Francisco, CA",https://www.yelp.com/user_details?userid=gMywYzrg2SvXR85mbXlang,,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Jade J.,5/25/22 17:07,2,0,0,4,5,"I've been wanting to come to C&O for a while now and finally got to experience it. I went with my family and had a three course meal including crab cake, salmon and sticky toffee pudding as well as champagne. 

The highlight of the night for me was the crab cake. This was hands down the best crab cake I have ever tried. So much flavor and they did not skimp on the crab meat. I love the sauce and tomato garnish. The sticky toffee cake was my second favorite dish. The flavor was cinnamony, rich and indulgent. The salmon was pretty good but nothing too memorable. 

The service was fantastic and I love the rustic, sophisticated atmosphere of the restaurant. You'd never notice it upon first glance since it's a bit tucked away. If you go-- try the crab cake and sticky toffee cake and you want be disappointed :)",261,57,khFaDrM04XAYQ5leG3q4tQ,"Philadelphia, PA",https://www.yelp.com/user_details?userid=khFaDrM04XAYQ5leG3q4tQ,https://s3-media0.fl.yelpcdn.com/photo/G2N51nV0aRJ5Cafdu99BOw/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Christine H.,5/31/22 2:20,1,0,0,1,5,"C&O is a great place that has a large seating area on the top floor and a cozy place in the bottom floor.  Many of the dishes are solid and I think it has a great wine menu too. In particular, I would say the duck, scallops, and beer sirloin carpaccio dishes were absolutely on point.  The carpaccio has a small salad on top which is a lot more balanced than the tartar dish which was great to split but just a tad bit too much meat.  Great service and great food, I would give this a solid 5 for a great Charlottesville experience.",417,460,texUv31dZ4L5WmdeVctqyw,"Washington, DC",https://www.yelp.com/user_details?userid=texUv31dZ4L5WmdeVctqyw,https://s3-media0.fl.yelpcdn.com/photo/ZkMiFS3ihwsbEAPvjukW0Q/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Rufus A.,6/5/22 2:39,0,0,0,0,5,"Impeccable service as usual. Kudos to the staff for making room for our enlarged party. Very reliable menu, but a little unimaginative given Charlottesville's other options.  Perfect spot to take your parents.",22,0,2Y8VELIxSQU2l_Odfa1d9A,"Charlottesville, VA",https://www.yelp.com/user_details?userid=2Y8VELIxSQU2l_Odfa1d9A,,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Robyn H.,9/18/22 22:49,0,0,0,1,5,Amazing food - delicious blend of taste and texture- I highly recommend this restaurant to food lovers. The freshly baked bread is awesome,5,0,ROLnPyi0DHX2wI3NBgPcRw,"VA, VA",https://www.yelp.com/user_details?userid=ROLnPyi0DHX2wI3NBgPcRw,,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Tyler R.,10/9/22 21:30,0,0,0,0,5,Amazing atmosphere and one of the best ribeyes I've ever had. Unbelievable experience,4,0,TUBN_aMpsWCxsgbMMp0Ekg,"Tampa Bay, FL",https://www.yelp.com/user_details?userid=TUBN_aMpsWCxsgbMMp0Ekg,,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Tom M.,10/22/22 23:24,0,0,0,0,5,"This is awesome place with old world charm and décor, a place right out of the 40's or 50's.
We arrived a little earlier than our reservations, but they seated us immediately.  Our server took our drink order as we cruised through the menu.  My wife ordered the Steak Chinoise and I ordered the Prime Ribeye.  

Both entrée's were excellent, the Ribeye came with a roasted garlic bulb which was awesome to spread out on the Ribeye.

Can't say enough about this unique dining experience.  Highly recommend.",155,0,#NAME?,"Darien, IL",https://www.yelp.com/user_details?userid=-uZFCy1x8q5GC333BmNoSg,https://s3-media0.fl.yelpcdn.com/photo/rErhg-Kp8fUyVDN4L4UyKA/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Rex R.,11/1/22 21:50,1,0,0,1,4,Came in here for our anniversary dinner date. Every other place either was packed or wasn't taking early reservations. Luckily C&O had 1 table open that is first come first serve in front of the bar. We rushed over there and to our luck we were able to get sat quickly. We started off with some bread and butter which was pretty good. We ordered 2 appetizers to share which were the butternut squat ravioli and the braised retreat farm lamb. Everything came out great and the lamb was a treat to eat. The butternut squash was amazing too. We got cocktails as well and I did not like mine but the server had no problem with exchanging it for something I enjoyed. The only reason why I left a star out was because we were waiting for our server to come back and offer us dessert but we had to ask someone else. It took awhile for him to come back to us. We ended up getting dessert after all and it was fantastic. We got the chocolate bread pudding and sticky toffee pudding. Outstanding!,234,44,rhjhweBjjV2yIj_lltLDZQ,"Virginia Beach, VA",https://www.yelp.com/user_details?userid=rhjhweBjjV2yIj_lltLDZQ,https://s3-media0.fl.yelpcdn.com/photo/g7ZWtwCefMWgMSZm0bAbTg/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Andy N.,11/8/22 15:37,0,0,0,3,3,"I was very excited to boujee out and try the dishes I have heard so much about. The restaurant is a cute hole-in-the-wall, and I had trouble finding it at first. The appetizers were delightful. My scallops melted in my mouth and had such a freshness to it. However, my main entrée, gnocchi and duck was not the same story. The duck was overly salty and the gnocchi was lacking flavor. I usually finish my meal, but I couldn't finish the duck due to the saltiness of it. For the price of the duck, I had high expectations but was left disappointed.",229,88,SJUmB4Zn8IbZ1fRzjeknLA,"Boston, MA",https://www.yelp.com/user_details?userid=SJUmB4Zn8IbZ1fRzjeknLA,https://s3-media0.fl.yelpcdn.com/photo/hZawz5UDF8xWZt0Ai44hJQ/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Vinecat O.,1/28/23 3:18,0,0,0,0,5,"This restaurant is the same as it was thirty years ago. Absolutely amazing. The sweetbreads were as I remembered them...smooth, silky and creamy. The crab cakes were perfect. The scallops were so incredibly tender and the gnocchi were soft pillows of comfort on the palate along with very tender duck confit. The staff is very attentive and knowledgeable about the menu. Dining at its finest in a world that's not always so fine.",45,2,L0tZZK-ywa0UyY-1U03XjQ,"Charlottesville, VA",https://www.yelp.com/user_details?userid=L0tZZK-ywa0UyY-1U03XjQ,https://s3-media0.fl.yelpcdn.com/photo/RyQCHuzo0sVbnmR2mJGZzQ/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Krista R.,2/19/23 17:56,0,0,0,0,5,"This place was absolutely delicious from start to finish. The ambiance is romantic very dim. We sad downstairs we were celebrating a late Valentine's Day. Our server was absolutely amazing!!!! he gave many great recommendations and the first being the scallops. The scallops were cooked perfectly, not fishy, the cauliflower sauce and raisin were the perfect touch. I could have eaten like 5 more plates of those. Second I ordered the New York strip steak and it was cooked medium rare which is perfect. Part of the meat almost dissolves in your mouth and other parts were a little more chewier. I'd def order again. My bf got the roasted halibut which he loved. I ordered the coconut cake for dessert and it was perfect. It was extremely moist and just dissolves in your mouth. 10/10 recommend this place. The service was on point. Our waiter was so sweet, very knowledgeable I wish I knew his name.  He was working the night of 2/18 downstairs and was extremely nice and he knows what he did for us and we just can't thank him enough it was an act of kindness for him to do what he did. It was greatly appreciate and he didn't have too.",247,352,V2gSvNsj6bEiIq6IQ7cXUQ,"San Carlos, CA",https://www.yelp.com/user_details?userid=V2gSvNsj6bEiIq6IQ7cXUQ,https://s3-media0.fl.yelpcdn.com/photo/kvaRxuvpi5qaE05NHpz5sA/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Sarah M.,2/20/23 1:25,0,0,0,0,5,"Went here for Valentine's Day dinner (w pre fixe menu) and it was fantastic!! I got the lobster tortellini--and I rarely get pasta, but this was so tasty--fish, and chocolate bread pudding for dessert. Also had a glass of sauv blanc. Since that night, my BF and I have repeated over and over how great the restaurant was! Will be back soon!",29,571,LAMKLYjh3EDytNvZikOqJg,"Providence, RI",https://www.yelp.com/user_details?userid=LAMKLYjh3EDytNvZikOqJg,https://s3-media0.fl.yelpcdn.com/photo/wSBT-w2hMSrY1ka_8OBp7Q/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Dana P.,3/10/23 14:34,0,0,0,0,4,"This is an old-school nice place in Cville. It's been open nearly 50 years. There is a dining room, but we were seated (with a reservation) down in the beautiful bar. It's a nice space with a long wooden bar and bottles lining an entire wall but it's SO dark. Be prepared to pull out you phone flashlight to see the menu, which is kind of a mood squasher. The servers were attentive and friendly. The food was very good but not great enough for the cost. My husband's $55 steak was a bit tough. I had a scallop app and a salmon entree. They were solid, but I expected more nuanced flavors. My cocktail was excellent - balanced and chilled. It was a fine experience, but for the price, I'll try someplace else next time.",43,1,kJ7wRZSBqtd2jgCRS5MN1g,"Charlottesville, VA",https://www.yelp.com/user_details?userid=kJ7wRZSBqtd2jgCRS5MN1g,https://s3-media0.fl.yelpcdn.com/photo/Wpt4eyuUrkV9Yst-WLF8NQ/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Courtney W.,4/28/23 1:35,0,0,0,0,3,"A great restaurant that was a first for us on our trip to the area. It's definitely a nicer place- and we felt a little underdressed- but we still had a lovely time. The food and drinks were great, definitely try a cocktail! The service was very attentive, and we really loved the overall vibe!",627,372,DfQSktPwPkabn48N_k0Wug,"Washington, DC",https://www.yelp.com/user_details?userid=DfQSktPwPkabn48N_k0Wug,https://s3-media0.fl.yelpcdn.com/photo/yGqnkpf9sw7wmWD58CamGQ/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
