,,Author,Date,Cool,Funny,Useful,Rating,Message,"Author Reviews","Author Friends","Author ID",Location,"Profile URL","Profile Photo",URL
73,,"Anita G.","2023-01-02 05:27:06",0,0,0,2,5,"Monsoon Siam is hands down THE BEST place for Thai food in Charlottesville. I've tried most of them and I keep coming back to monsoon. My personal favorite is the red curry, but all of the curries are exceptional.",76,18,R66XZ83lwqghksukmEVVPw,"Northwest Washington, Washington, DC",https://www.yelp.com/user_details?userid=R66XZ83lwqghksukmEVVPw,https://s3-media0.fl.yelpcdn.com/photo/y2v3ukmJbCxFsYiBtdH4Cw/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
74,,"Anushka M.","2023-01-05 21:43:05",0,0,0,2,4,"When we walked in it smelled amazing, so I knew this would be a good spot! They have a unique menu with traditional Thai dishes as well as some I haven't heard of. Based on reviews I tried their ka pow minced chicken with no fried egg. It was delicious! It ordered an extra side of rice with it because I prefer more rice with my dishes, and it came in handy. 

Another dish that one of my friends got that was really good were their volcano noodles. Their spice levels go up to level 5 Thai spice. I ordered spice level 3 but honestly could have gone up to 4, but I can handle spice pretty well.",643,267,jJth2zOI0TtBavpc4-mlRA,"Washington, DC",https://www.yelp.com/user_details?userid=jJth2zOI0TtBavpc4-mlRA,https://s3-media0.fl.yelpcdn.com/photo/C74OMHN7ODpiOB6v2u0d1Q/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
75,,"Angela P.","2023-01-28 23:08:47",0,0,0,1,3,"Good Thai food- missing their Tofu Balls, which are amazing and have fallen off the menu. Had an unfortunate sighting of a roach during dinner...",11,37,E6_xn_3Vsg-VLc-DH5ying,"Midlothian, VA",https://www.yelp.com/user_details?userid=E6_xn_3Vsg-VLc-DH5ying,https://s3-media0.fl.yelpcdn.com/photo/TH5z1VORsTne8g4bY6Rhdg/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
76,,"Nancy H.","2023-02-09 05:00:46",0,0,0,1,4,"Tried out Monsoon for a casual dinner with my boyfriend and we ordered the Drunken Noodles and Pik Pow, both chicken options. I enjoyed the drunken noodles and found it to be just as good as other Thai places in Charlottesville. It definitely has a spicy kick to it. The Pik Pow also tasted good and was actually more spicy than the drunken noodles by the way! I felt like the portions were good and I had a good amount of chicken in my dish. When it got closer to 9, we were told that their kitchen was closing soon so I would recommend not coming too soon before closing. They were also able to accommodate for a peanut allergy!",201,33,mp_pDdF1uDgcfn5VGhngKg,"Charlottesville, VA",https://www.yelp.com/user_details?userid=mp_pDdF1uDgcfn5VGhngKg,https://s3-media0.fl.yelpcdn.com/photo/Bu6bLQziP2k17C7M4u3eug/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
77,,"Lauren W.","2023-02-16 02:09:41",0,0,0,0,5,"Such amazing coconut curry! Absolutely delicious and adorable atmosphere. Workers were super kind, too!",4,0,mH0Fyat2IYf2UCboif8ouw,"Ocean Isle Beach, NC",https://www.yelp.com/user_details?userid=mH0Fyat2IYf2UCboif8ouw,https://s3-media0.fl.yelpcdn.com/photo/PIoKF6SyysEkehorGAAIiA/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
78,,"Veronica E.","2023-02-21 04:16:27",0,0,0,0,5,"Food 10/10:
Tasted like authentic Thai food! Ka pie beef was a good portion and tasted very fresh.

Service 10/10: 
Server was very helpful and knowledgeable of the menu. 

Ambiance 9/10: 
Beautifully decorated interior! However, tables felt very close together 

Overall, delicious and would come again!",6,1,r72teFh3HlBjyTbGyp0T-w,"MD, MD",https://www.yelp.com/user_details?userid=r72teFh3HlBjyTbGyp0T-w,https://s3-media0.fl.yelpcdn.com/photo/gHbQ5P7-FDHYsAzAYA2TiA/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
79,,"Emily B.","2023-02-21 15:14:21",2,1,1,2,4,"Monsoon Siam is pretty good thai food for Charlottesville and one of the few places I know of to go. They have a great menu offering but some of the dishes are hit or miss. I really like their thai tea!!!",246,110,We7mRxq1PsHWDYVmwMFzvQ,"Manhattan, NY",https://www.yelp.com/user_details?userid=We7mRxq1PsHWDYVmwMFzvQ,https://s3-media0.fl.yelpcdn.com/photo/BD2KFUaCRJCG0gyNO8kDOw/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
80,,"Billy T.","2023-02-27 02:06:07",0,1,1,0,2,"Monsoon Siam is a pretty small restaurant that doesn't have much seating or its own parking lot.

I'd heard really good things about the food here and came with a group of friends. Sadly, the experience that I had here was firmly below mid. The food took 30+ minutes to come out, and it wasn't that they forgot about us - people around us were also not getting their food either. This place is either understaffed or the logistics need some work. 

With regards to the food itself, it was good but not great. My duck noodles came in a sauce that was supposed to be a little spicy (it wasn't). The duck itself was seasoned well and quite tasty, but the noodles were okay. We were all very hungry by the time we got our food, which probably made the food taste better than it was.

When we got our bill, we realized that they had built in a mandatory 20% tip, which is particularly annoying as we had received such bad service. 

This place would be quite good if the service was remotely functional",305,52,h8-ZFIQvFDMC29anltstxQ,"McLean, VA",https://www.yelp.com/user_details?userid=h8-ZFIQvFDMC29anltstxQ,https://s3-media0.fl.yelpcdn.com/photo/aMTSWcyB3Z9KUVHwXolA8g/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
81,,"Melissa B.","2023-02-27 14:45:58",0,0,0,1,5,"I ordered take out and it was great. I got the drunken noodles and the spice level was perfect for me. My wife got the pas see eaw which she loved. We also got the pork gyoza fried, they were delicious. Definitely recommend.",308,118,pwnW0Ao-xkq9IB62XHZqzg,"New Orleans, LA",https://www.yelp.com/user_details?userid=pwnW0Ao-xkq9IB62XHZqzg,https://s3-media0.fl.yelpcdn.com/photo/VWGA3ecbHcF3K8x2T6u8-w/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
82,,"Charlotte D.","2023-02-28 10:58:45",0,0,0,1,3,"I ordered take out for later on in the evening before the restaurant opened. Even so, our takeout order was still 45 minutes behind. Unfortunately, without any warning that they were running late. Albeit, very late, the Pad See Ew was very good. We ordered pork gyoza as well which I can't say the same. I'm sure it was good at one point, but it was totally room temperature, tasting like it had been sitting for quite a while. I like this place, and will be back, but very inconsistent.",1,0,kb9hJGx0LAKh_meOW3vyqQ,"Charlottesville, VA",https://www.yelp.com/user_details?userid=kb9hJGx0LAKh_meOW3vyqQ,https://s3-media0.fl.yelpcdn.com/photo/l7cBHYMPE2FZHxIvp8ftjg/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
83,,"Andrea C.","2023-03-04 01:09:53",0,0,0,1,4,"My friend and I had a very bad experience at lunchtime today at another restaurant and ended up leaving before we could even order there. We really wanted Thai food and decided to give Monsoon a try. I am so glad we did. The food was delicious and our server was kind and very helpful.  Very cozy and comfortable atmosphere. We had steamed gyoza (delicious!!), Vegetable Pad See Eaw and Cashew Nut Chicken. I could tell it had been carefully prepared and plated. So good!! Parking is a bit tricky, but well worth it!",83,62,dSZ3jibioL1tfvNF2zvLSQ,"Charlottesville, VA",https://www.yelp.com/user_details?userid=dSZ3jibioL1tfvNF2zvLSQ,https://s3-media0.fl.yelpcdn.com/photo/9NfEwbE1te7UN0vFkZSryA/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
84,,"Gloria L.","2023-03-07 21:48:20",0,0,0,0,5,"Very taste with good service.  Really like the house salad, very fresh.  Panang curry is delicious.",12,0,yvdejqIHaYpC0Tq7t72_Hg,"VA, VA",https://www.yelp.com/user_details?userid=yvdejqIHaYpC0Tq7t72_Hg,,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
85,,"Alexander D.","2023-03-08 01:42:29",0,0,0,0,1,"Food was very salty; not edible.
Service was curt.
Ambiance not at all there.
Wouldn't recommend; hopefully there are better Thai restaurants in the area.",32,0,lldzcb9fopoFP_p4AQkidA,"North Central, Pasadena, CA",https://www.yelp.com/user_details?userid=lldzcb9fopoFP_p4AQkidA,,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
86,,"Synphane G.","2023-03-12 11:19:24",0,0,0,0,5,"I love Thai food and monsoon is one of my favorite places to go to in Charlottesville. The steamed gyoza is the best I've had since I've moved to Charlottesville so I'd definitely get them as an appetizer. Pad Thai is my go-to and they had a fried pad Thai special so I had to get it and it was sooo flavorful and crispy! I hope they make it a permanent thing on the menu. 

The service is always good but there may be long waits on the weekend.",32,19,gybsGdP7zAUqh8MUT9PcZA,"Charlottesville, VA",https://www.yelp.com/user_details?userid=gybsGdP7zAUqh8MUT9PcZA,https://s3-media0.fl.yelpcdn.com/photo/xIbinBUwtCnfCNAYiuL_0Q/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
87,,"Samuel B.","2023-03-28 00:20:04",0,0,0,0,5,"I love this place, the Pad Thai here is gas definitely recommend, the service has also always been really good!",21,1,QxQkRNj13J_yiKl6PTWmvw,"Alexandra Park, Toronto, Canada",https://www.yelp.com/user_details?userid=QxQkRNj13J_yiKl6PTWmvw,https://s3-media0.fl.yelpcdn.com/photo/OosUnrr4XsgmuG_hKhTIGQ/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
88,,"Abby S.","2023-04-06 20:31:07",2,0,0,1,5,"I can't believe I haven't been here in the time I've lived in C'ville, it was SO worth all the hype. First, the atmosphere is cozy and inviting. I loved the spacious outdoor patio, especially with their lovely plants and gorgeous lights. The inside looked quite nice too, although I can never be convinced to eat inside on a nice day!

The food and drinks were both great. I had a Thai mule, which is not the type of cocktail I typically go for, but it came in the cutest mug and I had to try it. It was delicious, perfectly sweet with interesting flavors. I would love to try their whole cocktail menu! I got the Pad Thai (beef) as a meal, and it was some of the best I've had. Their Pad Thai sauce was almost creamy. and coated the noodles perfectly. Hitting it with just a little lime was perfect, and the portion was so large it ended up being two meals for me! I do always hope for a bit more spice - but to be fair, this particular meal didn't indicate spicy on the menu. I'm looking forward to going back to try more of their menu soon!",452,92,baYuuCRzwgHn2BAFc7qodA,"State College, PA",https://www.yelp.com/user_details?userid=baYuuCRzwgHn2BAFc7qodA,https://s3-media0.fl.yelpcdn.com/photo/j_i6FIH7A7CDqCQcQjYQ0A/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
89,,"C M.","2023-04-12 02:19:52",0,0,0,0,5,"Delicious cocktail, water jar on table with lemon on the side,  food a plenty...  what's not to love?  I really enjoyed my solo lunch experience today.  The green papya salad was almost a meal,  the spring rolls were fresh,  the peanut sauce was also delicious.  I'll return.",106,0,Sd3hTasiE4Dqx2PwKB1btQ,"Charlottesville, VA",https://www.yelp.com/user_details?userid=Sd3hTasiE4Dqx2PwKB1btQ,https://s3-media0.fl.yelpcdn.com/photo/ArFassBhi1kovGfjrrn_cA/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
90,,"Sean O.","2023-05-12 23:55:58",0,0,0,0,4,"Usually great overall. Today, service was really slow. Really, really slow. Hope it's a fluke.",8,19,rYsL_O015PDz7EzNonRdvw,"Earlysville, VA",https://www.yelp.com/user_details?userid=rYsL_O015PDz7EzNonRdvw,https://s3-media0.fl.yelpcdn.com/photo/o9kZZMh8FDBja7GlYj3fxQ/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
91,,"Meghan S.","2023-06-04 18:54:39",0,0,0,0,1,"I love thai cuisine but the food here was disappointing. Spring rolls were hard as a rock, entree tasted stale & overwhelmingly greasy. Service was also subpar for the lack of customers. waited 10 mins to be acknowledged by staff & seated, no one came out to check on the table once, waited another 15 mins to get the check.",33,325,pH_gG2LsK1UALUFGCD7Jvw,"Broadway, VA",https://www.yelp.com/user_details?userid=pH_gG2LsK1UALUFGCD7Jvw,https://s3-media0.fl.yelpcdn.com/photo/xTtw-bpbYnyGOJmvsII3Gw/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
92,,"Ellie N.","2023-06-15 14:59:42",0,0,0,0,5,"YUMMY. Some of the best food in Charlottesville. Quick and easy service. Plenty of outdoor and indoor seating which makes it easy to enjoy the great weather or blasting ac when it's hot. A variety of choices of Thai food but none that you'll be disappointed with.",16,1,6PZXBjD2wkCR7IuC0qeQ1A,"VA, VA",https://www.yelp.com/user_details?userid=6PZXBjD2wkCR7IuC0qeQ1A,https://s3-media0.fl.yelpcdn.com/photo/tUimPrjRIAiqVjcVaun4yw/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
93,,"Ed B.","2023-06-24 16:51:33",0,0,0,0,5,"We have eaten here a few times, only have sat outside which is enjoyable.  All of the food we have tried has been solid.  Pork belly is excellent both as an appetizer and entree option.  Curries are good, come not very spicy so make sure you ask for extra hot if you like a good bite.  Hot soup w shrimp is tasty as well.  Definitely will return.",41,0,v9ZnbogBP-yGmOEk7Z0DJg,"Leesburg, VA",https://www.yelp.com/user_details?userid=v9ZnbogBP-yGmOEk7Z0DJg,,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
94,,"Lincoln T.","2023-08-22 14:37:28",0,0,0,0,5,"I ordered the pineapple fried rice, with chicken and shrimp, as well as the spring rolls. My dish came with the standard sweet orange sauce, but the sheer amount of fried rice I received for the price amazed me. The dish was slightly sweet, with the chunks of pineapple (my favorite) standing out in a delightful manner. The chicken was very thin and tender, but the shrimp was nothing special. The spring rolls were crunchy and freshly flavorful, which I thought were an excellent combo with my rice.",54,6,IC5C7xb98BZMJo_24oNNvA,"Charlottesville, VA",https://www.yelp.com/user_details?userid=IC5C7xb98BZMJo_24oNNvA,https://s3-media0.fl.yelpcdn.com/photo/HMzUbKUNiMp6zalIgyiIlA/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
95,,"Lara R.","2023-08-26 16:27:37",0,0,0,0,4,"Monsoon Siam is a cute little Thai restaurant that's worth checking out if you're planning a trip to the downtown mall. But I wouldn't necessarily go out of my way to dine there. 

The curry was fantastic and extremely flavorful. We had the duck curry this time we went, but I think my favorite is the green curry. I could drink it as-is from the bowl! The Cigar Puffs were ok; I liked the peppery filling but the crust was too thick and greasy. The drunken noodles were also pretty good, but nothing to write home about. 

Overall, there are some great dishes to try here. But without a designated parking lot, it can be a hassle that's not worth the trouble unless you're already going to be in the area anyway.",38,7,GL-lDxpPRpzZYX_CsrxjUg,"Hallandale Beach, FL",https://www.yelp.com/user_details?userid=GL-lDxpPRpzZYX_CsrxjUg,https://s3-media0.fl.yelpcdn.com/photo/v_3sPCrpV5Axw2S8nSj4bQ/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
96,,"Sean C.","2023-08-28 18:22:08",0,0,0,0,4,"Excellent food, much better than the standard Thai fare that you'll find everywhere. Very nice outdoor patio on Market street.",68,5,umuLY6tsaRi1xvA3KyCE_Q,"Charlottesville, VA",https://www.yelp.com/user_details?userid=umuLY6tsaRi1xvA3KyCE_Q,,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
97,,"Chris C.","2023-09-11 13:09:09",0,0,0,0,3,"Food was good but took forever to get our entrees. We got our spring rolls quickly but entrees came more than an hour after we originally sat down. They blamed d a big party, but this was just once again poor execution by them. Probably gonna start looking for another Thai place in Charlottesville with better service. Also the portions are kind of small.",58,0,pQT8soRU5gYcvUqZyPC2sw,"Virginia Beach, VA",https://www.yelp.com/user_details?userid=pQT8soRU5gYcvUqZyPC2sw,,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
98,,"Val C.","2023-09-13 03:24:26",0,0,0,0,4,"I've gotten takeout here a few times but only recently dined in and had a great time. The outdoor patio area is lovely, especially with the string lights -- if the weather is nice I would definitely recommend sitting outside if you can! Our entrees were a little slow to come out but I enjoyed the patio so much I didn't really mind the wait. I got the duck curry which was rich, creamy, and fresh. They will also adjust the spice level to your preference which I always appreciate as someone who unfortunately cannot handle the heat as much as I try. The duck was a little dry but had good flavor overall. I've also had their pad thai which is good and on-par with most other Thai restaurants in the area. It is on the pricier side for Thai food in the area (other comparable restaurants here charge a few dollars less for dishes of the same quality/quantity), but I think the ambiance is unique and makes the slightly higher prices worth it if you're thinking about going out to eat.",14,45,6M3fukvUebH0wyedHIrQ5Q,"Vienna, VA",https://www.yelp.com/user_details?userid=6M3fukvUebH0wyedHIrQ5Q,https://s3-media0.fl.yelpcdn.com/photo/pOa3TWo7F0W4BY_2-7ly3Q/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
99,,"Kiley W.","2023-09-22 07:44:46",0,0,0,0,3,"It's a great atmosphere and a pretty place, but the food isn't very flavorful, especially given how expensive it is. Portions are a good size for downtown.",56,4,azMsjBqClysCGD19o3Djpw,"Charlottesville, VA",https://www.yelp.com/user_details?userid=azMsjBqClysCGD19o3Djpw,https://s3-media0.fl.yelpcdn.com/photo/n7HK_sdRojB8bTJu50o_Fg/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
100,,"Lily H.","2023-10-01 12:18:27",0,0,0,0,4,"The food is the tastiest Thai in Cville that we have found. We only get take out, and the wait times can be unpredictable on busy nights. That being said, the staff is very responsive and we always enjoy the food.",9,0,2DipcLzPdY782KIKywYjHw,"Charlottesville, VA",https://www.yelp.com/user_details?userid=2DipcLzPdY782KIKywYjHw,https://s3-media0.fl.yelpcdn.com/photo/83veqNu5r76UGWiKhEJq5g/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
101,,"Ei H.","2023-10-15 17:52:29",0,0,0,0,3,"The food was not exceptional. The location is nice. The crispy flounder was very salty and the shrimp from the shrimp fried rice was not seasoned at all.",2,0,zMYRzVYhMiKG58vdOOODxA,"VA, VA",https://www.yelp.com/user_details?userid=zMYRzVYhMiKG58vdOOODxA,,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
102,,"Rex H.","2023-11-25 12:07:54",0,0,0,0,5,"This place looks like hole in the wall
Staff was very friendly and attentive to our needs
Food was served very timely 
The portions were large excellent take home for left overs
Now the food
Presentation 5 stars
Taste you can chose what lever spice
This was the first time there start with #1 spicey 
Fully recommend eating here
What they say is true
Hole in the wall food is usually excellent
I agree",25,0,OvFbmgqC0u7n7Z4byuxt0w,"Staunton, VA",https://www.yelp.com/user_details?userid=OvFbmgqC0u7n7Z4byuxt0w,,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
103,,"David O.","2024-01-20 22:59:09",0,0,0,0,5,"I've been eating Thai food for 12+ years and I've never had such a great dish. They truly knocked it outta the park! I had their Pad Kaprow (Ka pow) dish with minced chicken and it was amazing! Well done!  Service was amazing as well and the restaurant is such a vibe. Well done 10/10.",1,0,FcAZUQlbhhWuPGa-jlZ5dg,"Huntersville, NC",https://www.yelp.com/user_details?userid=FcAZUQlbhhWuPGa-jlZ5dg,,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
104,,"Ivy W.","2024-03-03 19:23:23",0,0,0,0,5,"Best Thai in town. And that's saying something because chile has great Thai spots. It is on the more expensive side but the portions are big and the flavor is incredible. Beautiful location and service is great too. If you're feeling like treating yourself, I highly recommend.",8,0,t_76yV-nZ7IJ2f6MY_8Ewg,"Old Town West, Fort Collins, CO",https://www.yelp.com/user_details?userid=t_76yV-nZ7IJ2f6MY_8Ewg,,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
105,,"Randy T.","2024-04-14 01:14:36",0,0,0,0,5,"Came here with my wife, it is a smaller place, so I would highly recommend getting a reservation if you're going on a weekend or busy time, just in case. I got the shrimp pad thai and was very pleased with it. I went to Thailand a couple weeks before and it tasted pretty much the same! The service was attentive for how busy it was and the I liked the vibe inside as well. Will be back!",86,4,gxid56cKAVsEyko90wvWzQ,"Virginia Beach, VA",https://www.yelp.com/user_details?userid=gxid56cKAVsEyko90wvWzQ,https://s3-media0.fl.yelpcdn.com/photo/8pXXDBXDCJ1mBz5uEEXx-w/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
106,,"Dale L.","2024-04-28 00:30:21",0,0,0,0,1,"Horrible service.  Waited about 20 minutes for a table (understandable), then waited for service.  Ordered food and waited at least 30 minutes;  inquired about our food and was then told all food was at least a 50 minute wait.  Never mentioned when we waited in line for a table or sat down for service.  Should have known better - the place was full of people and almost all did not have food.",2,0,Zk-L5EMy4yREvHEAKH_9RA,"Harrisonburg, VA",https://www.yelp.com/user_details?userid=Zk-L5EMy4yREvHEAKH_9RA,,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
107,,"Ana L.","2024-05-01 14:07:07",0,0,0,0,4,"Parking is terrible. It's just street parking, but it's in downtown, so it will take forever to find a spot! I ended up parking at the public parking lot at $12/3hrs... the place is easy to find, right at the street corner. But, the entrance was easy to miss since the walkway was somewhat covered by bushes. We sat at the patio, and it was all our first time there. I can see how it can get chilly and they don't have patio heaters. We were seated fairly quickly aside from being a busy Friday night, and were given waters and a carafe with water. The server came to get our orders, and we got appetizers and entrees. Appetizers came out blazing fast! But, the entrees, took almost an hour. When we asked about it, they said it was because a large party came right before we arrived. We then instantly regretted not asking to have our entrees out with our appetizers since we were starving from a long hike... we also asked her for recommendations, and they were decent, generic ones (I think. She said panang curry, drunken noodles... the most ordered dishes in any Thai place). I got khao soi (with soft shell crab). It was probably the best dish on their menu. I had leftovers for the next day, and it was still so flavorful. Admittedly, better Thai food than the ones in Vegas! Sad that I was only visiting the city as a tourist.",181,198,EvVHFCYHyP2u4b1GIEnkNw,"Houston, TX",https://www.yelp.com/user_details?userid=EvVHFCYHyP2u4b1GIEnkNw,https://s3-media0.fl.yelpcdn.com/photo/FHcu4ncVfOCZCHK3YgGkGA/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
108,,"Payton W.","2024-06-23 21:47:38",0,0,0,0,3,"Good but not great. The outdoor patio is super cute, and the service was excellent, but the food just didn't totally do it for me. I would still go back and try something else though!",49,0,AOGY5x5_fOon9rhwtSOykg,"Glen Allen, VA",https://www.yelp.com/user_details?userid=AOGY5x5_fOon9rhwtSOykg,https://s3-media0.fl.yelpcdn.com/photo/d9-gdgocqOsGWldf6yS0Kg/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
109,,"Luke L.","2024-06-24 00:23:02",0,0,0,0,5,"Food was 10/10. Massaman Curry, Drunken Noodles, and Steamed Gyoza all worth it. Would recommend.",11,57,ZCdWhIJOi7X25Tqn3oe6og,"Downtown Miami, Miami, FL",https://www.yelp.com/user_details?userid=ZCdWhIJOi7X25Tqn3oe6og,https://s3-media0.fl.yelpcdn.com/photo/-HY4lrs9TzLn8sbs2t8LGQ/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
110,,"Jake D.","2024-07-10 12:49:30",0,0,0,0,4,"After sneaking our way through the narrow bush at the front of the establishment, we were ready to chow down and get crazy. Spring rolls? Ding ding! Yesss they were yummy and big. Charlotte lived for her pad Thai and Thai iced tea. Jake  lived for his food too... but his story differs. He didn't realize that what he craved was on the secret menu aka not on the menu but also something they make. Are you confused? Haha! So were we! If you want Basil Fried Rice you're gonna have to jump through some hoops and slam some dunks! The basil fried rice was actually delicious and they gave me enough to have some for lunch the next day. The building was small. Not a lot of room for a breakdance battle, but I don't mind at all because it was beautiful and it let me be even closer to my co-reviewer Charlotte! This location reminded me of going on a safari, but that was mostly due to walking through the bush and the one hundred degree heat that consumed my flesh outside! Anywho, wonderful Thai food in the Charlottesville area! WE LOVE THE CHARLOTTESVILLE AREA AND ALSO THAI FOOD!!!

This review was left by the Charlotte & Jake Review.",18,3,FWIDFhwauz75YJFgQDsHxw,"NH, NH",https://www.yelp.com/user_details?userid=FWIDFhwauz75YJFgQDsHxw,https://s3-media0.fl.yelpcdn.com/photo/xkB0VMO8K1x953WZgDGn0Q/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
111,,"Safwat M.","2024-08-03 17:41:29",0,0,0,0,5,"Incredibly tasty food 
Very friendly staff
Cool and inviting atmosphere 
Solid options on the menu, you will have a hard time to decide because everything sounds amazing",22,190,8nZlisp1OKvQQZ07A9MS7w,"Riverside, CA",https://www.yelp.com/user_details?userid=8nZlisp1OKvQQZ07A9MS7w,https://s3-media0.fl.yelpcdn.com/photo/MfbaJsScRmJWnteKkvxumA/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
112,,"Steven T.","2024-09-01 19:00:00",0,0,0,0,4,"My brother said this was the spot for Thai food down at UVA, so we decided to stop by for lunch. We ordered a variety of dishes and the dishes were pretty solid. The best thing we had was the Drunken Noodles that had a great flavor, with just the right amount of heat and thick chewy noodles. All the other dishes were alright in my opinion, so would definitely come here for the Drunken Noodles. Great service and will satisfy your Thai craving at UVA.

Apps: Cigar Puff (vegetable samosa)
Entrees: Drunken Noodles, Pad Thai, Crying Tiger and Spicy Eggplant 
Drinks: Thai Ice Tea and Peachy Mango",156,1,YAuaMLwCRBye8xGZ4GKKfg,"VA, VA",https://www.yelp.com/user_details?userid=YAuaMLwCRBye8xGZ4GKKfg,https://s3-media0.fl.yelpcdn.com/photo/NdFe_w3Y9s6sui_FhqoZmg/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
113,,"Eric K.","2024-09-14 15:09:53",1,0,0,2,5,"Great authentic Thai food in the middle of unlikely place - Charlottesville! I was visiting C-ville with my extended family just for half a day and I chose this place over so many good lunch options, and Monsoon Siam delivered like ... a monsoon rain of flavors! (See what I did there?) 
First, it's a bit off the Main Street so you might be tempted to not go there... but Main Street means more price for not always better quality... so check one box. And it did not disappoint my large group of family - almost every dish we ordered was tasty in that authentic Thai way and service was also prompt. 
We had kids from toddler to teen ages and they all went silent eating, and all the adults were sharing and enjoying. 
Just to highlight a few, my Hai Yat noodle was absolutely delicious... perfect chewy noodles in savory sauce with tons of fresh delicious seafood. Other winners were pad kee mao (drunken noodle), pad Thai, and crab fried rice.
One minor mistake was when we didn't get the Kao Soi noodle dish because there was misunderstanding and they brought another dish instead which was gingery... but even that, we finished it all so wasn't a big deal. Their Thai iced tea was a tad bit too sweet though. 
Everybody left with a fully belly and we even took a group pic to commemorate our lunch. 
Definitely stop by for some authentic Thai flavor monsoon. You won't be disappointed - coming from someone who was in Bangkok just few months ago.",460,389,n0oAW6bE6ZIR9vFyJhq56Q,"Fort Lee, NJ",https://www.yelp.com/user_details?userid=n0oAW6bE6ZIR9vFyJhq56Q,https://s3-media0.fl.yelpcdn.com/photo/R0zrAoqpeONDtkXsr6LeTQ/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
114,,"Georgia J.","2024-09-21 23:35:21",0,0,0,0,5,"Best Thai in cville!! We have to come here every time we visit. Service is so good and the food is always so fresh and flavorful!",52,0,q6nzixylcDkl8OYAm8Scag,"Virginia Beach, VA",https://www.yelp.com/user_details?userid=q6nzixylcDkl8OYAm8Scag,https://s3-media0.fl.yelpcdn.com/photo/XAAvMyMA_xPEoIaliErTeQ/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
115,,"Brian C.","2024-09-27 15:22:39",0,0,0,0,5,"Their Khao Soi was absolutely delicious. The curry had a thick consistency (which I really liked) that enhances the noodles and other ingredients in the curry. The egg noodles were a great contrast in texture since they are fried. My wife gets the pad thai here pretty often and she really likes it too! There are a few days where it's better than other days, but for the most part, she really enjoys it!",3,0,uMO3uNwzFtVJXsYKgFujvg,"Fairfax, VA",https://www.yelp.com/user_details?userid=uMO3uNwzFtVJXsYKgFujvg,,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
