,,Author,Date,Cool,Funny,Useful,Rating,Message,"Author Reviews","Author Friends","Author ID",Location,"Profile URL","Profile Photo",URL
74,,"John G.","2022-10-18 12:19:29",0,1,1,0,4,"I met my daughter here for lunch on a beautiful fall Friday. We sat outside. The service and attentiveness were spot on. Prices are what you would expect these days. The food was good. I thought the Buffalo Chicken Salad was slightly better than my Club Sandwich, but both were respectable. The place has charm, but being outside you don't get that rustic inside feel. What you do get is a ton of people walking by and traffic noise. 

All in all, as long as you can tolerate the noisiness of the traffic, then I would recommend this place. I would go back.",347,48,mXbzBpS53Og2VE9CsCgO6Q,"Charlottesville, VA",https://www.yelp.com/user_details?userid=mXbzBpS53Og2VE9CsCgO6Q,https://s3-media0.fl.yelpcdn.com/photo/YxFcmUuDBoNjyREHet5MBg/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
75,,"Sarah E M.","2022-11-21 19:42:29",0,0,0,0,4,"Good food and cozy environment. However, The waiting staff wasn't very friendly or helpful.",27,7,d-DT_qs8BRqkWKoLJikQfA,"Austin, TX",https://www.yelp.com/user_details?userid=d-DT_qs8BRqkWKoLJikQfA,https://s3-media0.fl.yelpcdn.com/photo/R0iz7n80-mDo2_uL_Q5ANg/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
76,,"Maddie H.","2022-12-01 03:13:47",2,0,0,0,3,"I came here on a bachelorette weekend because one person in our group is a UVA alum and has fond memories here. I too had my favorite haunts in college (but sometimes the past should stay in the past) and so we decided to give it a shot. The food is decent but it's definitely a ""just here for the memories"" kind of spot. Love the historical value and being that it's right across from campus it'll stay poppin forever I imagine.",893,443,Kho08pWNfeGnRbZTnMKy3w,"Nashville, TN",https://www.yelp.com/user_details?userid=Kho08pWNfeGnRbZTnMKy3w,https://s3-media0.fl.yelpcdn.com/photo/IKtJZwsd-TPKuOJkn9VadQ/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
77,,"Emma E.","2023-01-10 02:57:44",0,1,1,1,1,"Maybe I should be less surprised at how bad the food is considering it's a college bar on the corner but come on. For a place that has the INSANE amount of hype the Virginian has it is so abysmally bad. And I know people are ignoring the poor quality for the hype because my friend looked at me when I took a bite of possibly the worst mac and cheese I've ever had and said ""good right?""

No flavor to be found. I felt like I was eating overdone pasta sitting in a cup of milk. So disgusting. I asked my friend if she REALLY liked it and she goes ""well.... Okay it's not great but it's the Virginian! What do you expect!!""

That should tell you all you need to know. People hype it up because it's a more ""exclusive bar"" on the corner (aka hires a bouncer that actually rejects fake IDs) but if you're sober I wouldn't eat here. The only reasons to come here are 1) nostalgia 2) the history or 3) your friends force you to come. Don't be that friend. Run away please I'm begging you! It's not worth the hype!!",249,18,B4SrTn091R69TqlyywI-5A,"Charlottesville, VA",https://www.yelp.com/user_details?userid=B4SrTn091R69TqlyywI-5A,https://s3-media0.fl.yelpcdn.com/photo/4NHOOek-ZvGaxaGeEL6Vxw/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
78,,"Dan T.","2023-01-13 00:26:08",2,0,0,1,5,"The other reviews are spot on. Had Beer (short list, but great options), burger (2 options), and the max and cheese. Excellent. Just excellent. All beer options tried were great.  Had the Virginian burger and it was perfectly cooked and was spot on for a burger. Bun and dressings held up and meat had great flavor. The max and cheese was awesome and the potato round on top pita this over the top.",35,1,A2o2cOi0pT0I6Rsli4_zEg,"FT LEAVNWRTH, KS",https://www.yelp.com/user_details?userid=A2o2cOi0pT0I6Rsli4_zEg,https://s3-media0.fl.yelpcdn.com/photo/vC7zlHnZejS9YuK5SJkyUg/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
79,,"Emily B.","2023-02-09 03:15:53",1,1,1,2,5,"Amazing people-watching in the UVA corner for prospective students, students, alum, and anyone who wants to get a feel for this town. The drinks are priced reasonably and the service is great. I always get the quesadillas as my go-to food option and whatever is served on tap! Stick around past midnight and you might catch some students dancing on tabletops to the best music that Charlottesville has to offer.",246,110,We7mRxq1PsHWDYVmwMFzvQ,"Manhattan, NY",https://www.yelp.com/user_details?userid=We7mRxq1PsHWDYVmwMFzvQ,https://s3-media0.fl.yelpcdn.com/photo/BD2KFUaCRJCG0gyNO8kDOw/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
80,,"Van S.","2023-02-20 18:51:35",0,0,0,0,5,"I went and got lunch at this establishment the other day. The food and service was great! I remember Haley was serving me and my friends. She  was full of energy and honestly really funny! One of my least favorite things is having a good meal ruined by bad service, but our waitress made sure we were taken care of!",1,0,eKkfWPaM6-giasiLXB2c-g,"SoMa, San Francisco, CA",https://www.yelp.com/user_details?userid=eKkfWPaM6-giasiLXB2c-g,,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
81,,"Ellie N.","2023-02-22 01:04:43",1,1,1,1,5,"Great vibes. A classic UVA, Charlottesville spot. Good for bar food, sandwiches, and dips. Fun atmosphere and even more fun at night. Dancing on the tables during the weekends and killer music",16,1,6PZXBjD2wkCR7IuC0qeQ1A,"VA, VA",https://www.yelp.com/user_details?userid=6PZXBjD2wkCR7IuC0qeQ1A,https://s3-media0.fl.yelpcdn.com/photo/tUimPrjRIAiqVjcVaun4yw/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
82,,"Kate A.","2023-03-05 00:06:32",0,0,0,0,1,"The staff was so disorganized and not friendly. We waited 45 minutes before they even checked on our order and they hadn't even started our food. We had to leave.",43,0,auVJSuQFKS5B4zPxEJvJrw,"Lakewood, WA",https://www.yelp.com/user_details?userid=auVJSuQFKS5B4zPxEJvJrw,https://s3-media0.fl.yelpcdn.com/photo/NMbrBH5MzLfgitEqd1LHrw/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
83,,"Christine A.","2023-03-12 00:54:45",1,0,0,0,5,"A bustling restaurant that was a great find after spending hours at the hospital 

Best Mac & cheese I've had in years, we'll besides my moms. 

The burgers & sweet potato fries were, let's just say there wasn't any leftovers",163,13,zL-dWqMVtSsdxxpx96QJ7w,"Williamsburg, VA",https://www.yelp.com/user_details?userid=zL-dWqMVtSsdxxpx96QJ7w,https://s3-media0.fl.yelpcdn.com/photo/vUlEmKVvJRcL9tacXCj3-A/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
84,,"Mike M.","2023-04-25 21:54:21",0,0,0,0,4,"Great place to sit outdoors on a Saturday night and watch campus activity. This was our third time visiting, it's become a tradition when visiting UVa. Got the crab cakes, which were good. My daughter is a fan of the Mac & cheese.",15,0,5frgP8RSUdcrfkl02v2aFQ,"San Francisco, CA",https://www.yelp.com/user_details?userid=5frgP8RSUdcrfkl02v2aFQ,,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
85,,"Carol P.","2023-05-05 01:59:18",0,0,0,0,5,"We thoroughly enjoyed our lunch here.  I had the ahi tuna salad & it was huge & cooked perfectly!  My husband had the cheeseburger with sweet potato fries.  He really thought it tasted GREAT!! Our waitress was also very sweet!",7,0,GkSIs7MsTA38C6kWCljhUw,"NC, NC",https://www.yelp.com/user_details?userid=GkSIs7MsTA38C6kWCljhUw,,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
86,,"Jo G.","2023-05-14 16:35:57",0,0,0,0,4,"Welcome to the oldest restaurant in Virginia. I had the AMAZING Mac and cheese with a club sandwich. Hubby had a burger "" the Virginian""  Hubby loved the burger. The mixed drinks were good. They make their own Bloody Mary mix, and while the Bloody Mary is not dressed up it is very good. The only complaint I had was the bathroom was directly across from the open kitchen. But seeings how it is the oldest restaurant in Virginia it's not like there's another option. Staff was friendly and the environment on a Saturday afternoon was family friendly",154,2,oylJKTgqM3G94KPk4PEW_w,"Fayetteville, NC",https://www.yelp.com/user_details?userid=oylJKTgqM3G94KPk4PEW_w,https://s3-media0.fl.yelpcdn.com/photo/NC5M3wd7pI_gkMKfjCIu8Q/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
87,,"Stef S.","2023-05-27 20:00:00",0,0,0,0,2,"Old college town bar with pub food. I came through town for the weekend (I'm not a local student) and thought it was mediocre at best. Basic burgers and sandwiches, and the famed Mac and cheese was meh. Ordered it for posterity in Thomas Jefferson's town, but felt it was just fine. Tables were dirty, service was incredibly slow to non existent, and the soda was flat. Prices were reasonable. $7 for a starter size of the Mac and cheese, $3 refillable sodas, $6 soup, and sandwiches ranged around $15-17. Checked this off my list and wouldn't come back, but maybe I'm missing the nostalgia and hype as a non local.",907,151,yBByHjBmvXVWOJVR5HWjcg,"Washington, DC",https://www.yelp.com/user_details?userid=yBByHjBmvXVWOJVR5HWjcg,https://s3-media0.fl.yelpcdn.com/photo/99pDSD9OIkCG6Xpde1amrg/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
88,,"Emily A.","2023-06-04 14:56:10",0,0,0,0,5,"Virg has the best food and drinks on the corner. The quality is amazing and they have a very wide variety of menu options. The service is excellent as well and they know how to manage wait times.",13,0,s59pkW9TfDMGW1Ktv7r36A,"VA, VA",https://www.yelp.com/user_details?userid=s59pkW9TfDMGW1Ktv7r36A,https://s3-media0.fl.yelpcdn.com/photo/7Xr8rsmGU0c2szBEgwnveg/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
89,,"Anna N.","2023-06-09 22:18:48",0,0,0,0,4,"Food was okay! I think maybe I wasn't very hungry so what I ordered didn't hit as hard. Staff was friendly. I love the ambience of the restaurant!",7,0,1Z1yC6aF7C76U_Pb00MI6A,"VA, VA",https://www.yelp.com/user_details?userid=1Z1yC6aF7C76U_Pb00MI6A,https://s3-media0.fl.yelpcdn.com/photo/z-mQqGZiSw_wUGUF_1e03g/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
90,,"Andrew C.","2023-06-14 06:25:08",0,0,0,0,5,"Came in late and they still served me! Waitresses were super friendly and the burger was delicious. Seasoned fries were great (similar to the Chesapeake fries at Five Guys) and their service was quick.",18,0,wMKUEHQnfR-6s1jktDlyuA,"University of Virginia, VA",https://www.yelp.com/user_details?userid=wMKUEHQnfR-6s1jktDlyuA,https://s3-media0.fl.yelpcdn.com/photo/92xuRtTC3WXRQ26PT1u36g/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
91,,"David W.","2023-07-03 14:38:23",0,0,0,0,4,"Fun, casual bar / dining.  Probably more of a three star, but servers were friendly and we enjoyed our dinner. Reasonably priced.",56,1,6WEQxNYm9naGzEqf2I90aw,"San Diego, CA",https://www.yelp.com/user_details?userid=6WEQxNYm9naGzEqf2I90aw,https://s3-media0.fl.yelpcdn.com/photo/JURKA8giecNGWJRC8CJViQ/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
92,,"Cindi W.","2023-08-19 17:26:51",0,0,0,0,4,"My girls and I were visiting UVA and this restaurant was recommended. Food was very good but service was a little slow. I can imagine the place is packed during the school year.",49,0,LZJSXhfG6UjwQVh7-Q625A,"Audubon, PA",https://www.yelp.com/user_details?userid=LZJSXhfG6UjwQVh7-Q625A,,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
93,,"Lincoln T.","2023-08-22 14:34:26",0,0,0,0,3,"The Virginian is what you can expect from a college town restaurant. The food is mediocre but plentiful, even if the prices are much higher than the quality of food I was served. The spinach artichoke dip was very good, but the burgers and sandwiches are very generic and don't stand out in any particular way to me. I tried the vegetarian garden pasta, which was alright, but very bland. The macaroni and cheese tasted artificial, was dry, and overall just not very good.",54,6,IC5C7xb98BZMJo_24oNNvA,"Charlottesville, VA",https://www.yelp.com/user_details?userid=IC5C7xb98BZMJo_24oNNvA,https://s3-media0.fl.yelpcdn.com/photo/HMzUbKUNiMp6zalIgyiIlA/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
94,,"Jeff C.","2023-11-17 21:16:22",0,0,0,0,4,"The Virginian is a pretty special place- a classic collegiate dive with quality food, friendly service, and reasonable prices. Would definitely visit again!",22,6,QR4AQ03zsxyU53XUStnqsg,"Austin, TX",https://www.yelp.com/user_details?userid=QR4AQ03zsxyU53XUStnqsg,https://s3-media0.fl.yelpcdn.com/photo/xNXwREbcJBF2KX_TOd5J9w/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
95,,"Conner W.","2023-11-21 04:23:16",0,0,0,0,5,"The service was phenomenal, our server Natalia! She was pristine in her expertise as a waiter!! The food was great I had the Rabbit and Dumplings and my partner had the Burger which was great!! Highly recommend the cocktails as well!! The ambiance was great and very Virginian!! Again our server Natalia was astounding!! Definitely would come back!",6,0,VUicp5GtksTtrY8t-4I8WQ,"KY, KY",https://www.yelp.com/user_details?userid=VUicp5GtksTtrY8t-4I8WQ,,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
96,,"Barbara N.","2023-11-25 03:16:55",0,0,0,0,4,"We met friends for dinner tonight and really enjoyed our time together. The service was great and the vibe was relaxed with country music playing in the background. My husband ordered the buffalo chicken salad and I had the bbq chicken salad - both meals were really good! We would definitely recommend enjoying this Charlottesville restaurant!",6,0,by3XZlxoA4AF1C-lDWE7ww,"Midlothian, VA",https://www.yelp.com/user_details?userid=by3XZlxoA4AF1C-lDWE7ww,,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
97,,"Laura W.","2023-12-24 15:23:21",0,0,0,0,3,"Such a cute historic establishment. Unfortunately the food is nothing to write about. I ordered the Buffalo Chicken Sandwich and it was so dry and tasteless. The sauce was good, but was just a smear. This was typical of everyone's food aside from the expensive salad.(which looked really fresh and delicious). Service was horrible. Our waitress completely disappeared for most of our visit.  It seems the locals know this and the well staffed bar was completely full. Perhaps this is a good local watering hole with an app. I came for the experience, but one and done.",518,34,VbPWflWhDShPBcNpag05kA,"Richmond, VA",https://www.yelp.com/user_details?userid=VbPWflWhDShPBcNpag05kA,https://s3-media0.fl.yelpcdn.com/photo/-k_zWQwRJRJgAn55gmoMAQ/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
98,,"Ame S.","2024-01-10 13:16:51",0,0,0,0,5,"One of the coolest little nooks with an amazing history. They are celebrating 100 years, and we can see why. The MAC was INCREDIBLE, and the Club sandwich was fresh and gave me 3 meals. It  offers a really cozy ambiance with highlights of their many years of service everywhere. Highly recommend!!!!",30,0,h-pP79K02BzNDORVjt9UGg,"Staunton, VA",https://www.yelp.com/user_details?userid=h-pP79K02BzNDORVjt9UGg,,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
99,,"emily m.","2024-01-26 20:44:45",0,0,0,0,5,"I have loved the Virginian for the last 10 years. Now I only go during the day or do takeout. Great comfort food. Good drinks. Love sitting outside",7,0,rtH00jGKPHJwTNE_bnIT-Q,"Miami Beach, FL",https://www.yelp.com/user_details?userid=rtH00jGKPHJwTNE_bnIT-Q,,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
100,,"The H.","2024-02-08 14:05:18",0,0,0,0,5,"It's not mind blowing... but it is a tradition and it's always good. Highly recommend this place for good food, good beer, great waitstaff, and ambiance that screams UVA tradition.",59,0,yeKHUHjTNCk-tFP_EhDQCw,"Fairfax, VA",https://www.yelp.com/user_details?userid=yeKHUHjTNCk-tFP_EhDQCw,,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
101,,"Casey Y.","2024-02-10 05:31:08",0,0,0,0,1,"0 stars. My friend opened a tab and the bartenders gave her card to a random person. We are understanding people, things happen, people make mistakes, the card was not the issue. The issue was the response from the two bartenders. One shorter female with dark hair and one taller with a blondish bob who told my friend ""its not our fault theres nothing we can do"" and were extremely rude and unprofessional to her. The card was also immediately charged elsewhere in Charlottesville which is suspicious on their end. The response of the bartenders was absolutely unacceptable and upsetting. I do not like leaving bad reviews, but I am also a bartender and their response was absolutely uncalled for.",11,0,zJjMdyYT7R3ucHWUJ1Ce7A,"West Springfield, VA",https://www.yelp.com/user_details?userid=zJjMdyYT7R3ucHWUJ1Ce7A,,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
102,,"Sonia S.","2024-03-05 18:11:01",0,0,0,0,5,"wow amazing foods & good service 
Beautiful ambience & oldest restaurant in Charlottesville, VA I read.",72,5,Cq6Gt1BuvLOZ4J-SgRyjmQ,"Oklahoma City, OK",https://www.yelp.com/user_details?userid=Cq6Gt1BuvLOZ4J-SgRyjmQ,https://s3-media0.fl.yelpcdn.com/photo/PGZl8ipZX2SCqvR1MyNlTw/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
103,,"Darrell L.","2024-03-11 03:20:05",0,0,0,0,3,"I have a first year at UVa so we try to hit up the popular recommendations in Cville and will continue to do so over the next 3.5 years. We've walked by the Virginian numerous times now and always see how it is a long time uVa institution since 1923. Ok let's give it a try. It's your typical college dive bar offering drinks and bar food. Prices are pretty reasonable compared to Nova but, yeah, not much to write home about. 

Servers all seem to be young UVa students which is a good thing. They are friendly and attentive. 

On to the food...we ordered the following-
-grilled chicken salad
-steak and cheese w/fries
-crabcake sandwich with side salad & mac & cheese
-french onion soup

Portions are pretty big except for the steak and cheese. That was on the smaller side. 

Crabcake is ok...not packed with crab, lots of filler...meh

Salad is decent. 

Overall, nothing to get too excited about. I suppose its a great place to meet friends if you are a student and grab a bite outside of the dining hall...but I doubt we'll be back. Tried it once and can say we've been...on to the next one",439,15,VdlieqlSnusAmNVUBRZ0qw,"Herndon, VA",https://www.yelp.com/user_details?userid=VdlieqlSnusAmNVUBRZ0qw,https://s3-media0.fl.yelpcdn.com/photo/Y31y3e-LvNUEsdeTrVKpKQ/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
104,,"Meechie B.","2024-03-16 01:58:05",0,0,0,0,4,"The Virginian's ribs are top notch. I would buy food from there everyday if I could. Very awesome service. Traditional and has passed the test of time. Ambiance is state of the art.",6,2,YoK4rJQp5ULTFVFJ_LRqWQ,"VA, VA",https://www.yelp.com/user_details?userid=YoK4rJQp5ULTFVFJ_LRqWQ,https://s3-media0.fl.yelpcdn.com/photo/y6W6wYywyXLLwkTzKpdvQA/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
105,,"Edward M.","2024-03-26 21:51:02",0,0,0,0,4,"Just an all around positive dining experience.  The club was an excellent choice for me and tastes great. The waiter was swift without a lot of conversation.  And I wasn't looking for any on this particular day.  And the setting was perfect with a nice little private booth in the corner. I'll be going back to explore more dishes.  Thanks guys.",15,453,JFeVzS2mm_X0wNYpgOuqbQ,"Charlottesville, VA",https://www.yelp.com/user_details?userid=JFeVzS2mm_X0wNYpgOuqbQ,https://s3-media0.fl.yelpcdn.com/photo/1WXf-7ntfrx-No_DqC-oLA/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
106,,"Tommy L.","2024-04-01 03:29:05",0,0,0,0,4,"Their Mac and cheese and potato cake (stumble down Mac and cheese) is to die for. They use pepper jack cheese for their Mac and cheese and it's always cheesy and with a pinch of spice. Would def recommend anyone to try the stumble down Mac and cheese.",4,0,yDL66LNv8yQygJg7xD-hLA,"VA, VA",https://www.yelp.com/user_details?userid=yDL66LNv8yQygJg7xD-hLA,https://s3-media0.fl.yelpcdn.com/photo/RMKlz0c-1ftjU1SdLTjpBQ/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
107,,"Zoe K.","2024-04-06 01:43:00",0,0,0,0,5,"The trash cans are delicious and a perfect wind down after a long day of work! My server Eliza was amazing and made my whole day. Ambiance is vintage UVA country classic",3,0,Mip89fUGpLcByMsFTxUPbQ,"Burke, VA",https://www.yelp.com/user_details?userid=Mip89fUGpLcByMsFTxUPbQ,,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
108,,"Maddy B.","2024-05-27 01:12:11",0,0,0,0,5,"We had a great server named Collin - he was very accommodating, kind, and flexible. We were sitting on the patio and our server was very accommodating when we needed to move inside. We had a big group and complicated order and had great service.",8,2,QKkJ8uG1RjTI4Q5K8OON6Q,"Carpinteria, CA",https://www.yelp.com/user_details?userid=QKkJ8uG1RjTI4Q5K8OON6Q,https://s3-media0.fl.yelpcdn.com/photo/Wt2OIsVcgajRracHhk8s8w/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
109,,"Alberto P.","2024-05-31 22:51:48",0,0,0,0,5,"Y'know, just doesn't disappoint. Basic bar food, cool vibe. Our server Collin was freakin' outstanding - not over bearing but always took care of us",10,1,ZRuPw-VVd8wYgsDW0SmGvg,"Skaneateles, NY",https://www.yelp.com/user_details?userid=ZRuPw-VVd8wYgsDW0SmGvg,,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
110,,"Ansley C.","2024-06-07 01:51:59",0,0,0,0,5,"Mary Lyle was the BEST server ever! she was super attentive and always made sure our drinks were full. 10/10 recommend. Will be coming back!",1,0,1xpzeFrv66ahUZx7MANFvg,"Washington, DC",https://www.yelp.com/user_details?userid=1xpzeFrv66ahUZx7MANFvg,,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
111,,"Jim L.","2024-06-08 13:37:00",0,0,0,0,4,"This place is one of the places you gotta stop by and I had to and this mid summer day special drink was a pleasant surprise! Highly recommend. It was indeed refreshing",250,250,o4gRgCdVSRUK4f8L0sJBtg,"Cape May, NJ",https://www.yelp.com/user_details?userid=o4gRgCdVSRUK4f8L0sJBtg,https://s3-media0.fl.yelpcdn.com/photo/8Q_l-yhvgc5VD4eMTZg4rA/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
112,,"Alex N.","2024-07-03 22:23:55",0,0,0,0,5,"Great food, outstanding service and prime Wahoo location! I will be back again in the future!",3,0,6ZdIgzdwUppuS7DPwJhkVg,"East Hampton, NY",https://www.yelp.com/user_details?userid=6ZdIgzdwUppuS7DPwJhkVg,https://s3-media0.fl.yelpcdn.com/photo/cjjJaB6RcHuS4-kHCBxVmA/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
113,,"David M.","2024-07-21 22:58:28",0,0,0,0,4,"Food was good, service was excellent and the ambiance was definitely felt a college bar. Good overall experience.",62,81,OJmPIMjFKnfmMi3N1Fol_g,"North Arlington, Arlington, TX",https://www.yelp.com/user_details?userid=OJmPIMjFKnfmMi3N1Fol_g,https://s3-media0.fl.yelpcdn.com/photo/cbyIuRMeIUDYCdOXGQ7VGw/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
114,,"Katie F.","2024-07-23 14:15:46",0,0,0,0,5,"Nice lunch, two burgers with Pimento cheese fries. Service was quick and after the lunch rush there are plenty of booths.",52,2,MB0Iz6kXEUwL8hlzcTJgEQ,"Glen Allen, VA",https://www.yelp.com/user_details?userid=MB0Iz6kXEUwL8hlzcTJgEQ,,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
115,,"Michael S.","2024-09-01 21:56:23",0,0,0,0,5,"I came in for dinner and I had a new server. Lexi, she did an outstanding job. She was very pleasant and knowledgeable with the menu. The Virginian has some of the most friendly waitstaff I have ever seen. Lexi and Allison are very friendly bartenders.",27,97,fHyqe3QxUAm_TbT52agh2w,"Tiverton, RI",https://www.yelp.com/user_details?userid=fHyqe3QxUAm_TbT52agh2w,https://s3-media0.fl.yelpcdn.com/photo/12Pz43g4527rIim4ihh4eQ/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
116,,"Robert S.","2024-09-07 13:03:35",0,0,0,0,5,"Perfect burger, tasty drinks, friendly staff, Welcoming and fun venue, perfectly mixed drinks, tasty drinks, fun waiter and bartender. Will return",4,0,znr3UmlVl2P1HJyS8Fd1hw,"Charlottesville, VA",https://www.yelp.com/user_details?userid=znr3UmlVl2P1HJyS8Fd1hw,,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
117,,"Paul D.","2024-10-11 00:54:56",0,0,0,0,3,"I'd eaten here previously during my last visit about one year ago. I came to visit the Rotunda at the U of V, however due to traffic arrived at about 5:30pm by which time the door were closed. I was hungry and it was a gorgeous day, so I chose to eat outdoor at the Virginian. I was seated promptly and provided spirited libations. I decided  on something not too heavy so settled on the Hummus Platter. Maggie was as attentive as possible considering how busy it was, largely of collegiate. I filled up fairly quickly, enjoyed the sights, and took pics for you.i really can't comment on how it looked inside as it was too pretty to sit indoors. Having been there twice now, I might look for someplace else next time for a change.",121,1,OndwH0nfnF_KKYjzOnit7w,"Gettysburg, PA",https://www.yelp.com/user_details?userid=OndwH0nfnF_KKYjzOnit7w,https://s3-media0.fl.yelpcdn.com/photo/dygWs1Ex4rNKWsruk25udg/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
118,,"Cole M.","2024-10-17 13:58:30",0,0,0,0,5,"This place looks, feels, and is quite old.

It's is the quintessential college sports bar/restaurant. The place is incredibly small on the inside with almost no seating for parties larger than 4 people. 

The food was quite good. I really enjoyed the Mac and cheese app with a potato cake on top. While my club sandwich was not all that great it may have been more due to the fact I'm not a big club sandwich guy. I just fall for ""famous *insert name of restaurant*"" every time I see it on the menu.

I heard from a little birdie the burger was quite good so that would likely be my next option. Fries were spectacular though. An incredible amount of seasoning was added... which always gets bonus points for me. 

The workers here are comprised of most college aged individuals and they were extremely polite, efficient, and knowledgeable. 

Would recommend.",140,24,h8I9_Ps0XQo7j7nAVZuamA,"VA, VA",https://www.yelp.com/user_details?userid=h8I9_Ps0XQo7j7nAVZuamA,https://s3-media0.fl.yelpcdn.com/photo/BtQMqe3MbSeFXn4731Hdjw/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
119,,"Kelly N.","2024-11-04 16:25:25",0,0,0,0,5,"When visiting UVA for a college tour, be sure to stop in for a bite at The Virginian Restaurant. 

My son and I enjoyed a Cobb salad and classic pimento cheese sandwich. The pimento cheese was creamy and spicy, just the way it's meant to be!

The restaurant offers something for everyone. It's a landmark that shouldn't be missed!",13,5,jAsL1Qn0kuB6JR522ux3Rg,"Richmond, VA",https://www.yelp.com/user_details?userid=jAsL1Qn0kuB6JR522ux3Rg,https://s3-media0.fl.yelpcdn.com/photo/LwxdAhcF3FkhEDZdBn78Dw/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
120,,"Christina R.","2024-11-13 14:04:37",1,1,1,1,3,"Pretty good happy hour deals (Monday - Thursday 3-7PM). If you're seated at the bar you get 50% off apps, and I believe the drink specials are throughout the restaurant, with some extra drink deals each day.

Now, for the food: we tried the chicken quesadilla, spinach & artichoke dip, mac n' cheese, and french onion soup. My favorites were the french onion soup and mac n cheese (it's topped with a cheddar potato cake which elevates it). I'd also recommend the chicken quesadilla for bang for your buck, but it was a little dry. 

Bonus tip: there are hooks under the bar to hang jackets/purses!",362,173,qjihic1ymkEVGc4d2GNEtQ,"Washington, DC",https://www.yelp.com/user_details?userid=qjihic1ymkEVGc4d2GNEtQ,https://s3-media0.fl.yelpcdn.com/photo/QjIrcKRMnT_eLH6bHd24uQ/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
