Author,Date,Cool,Funny,Useful,Rating,Message,Author Reviews,Author Friends
Courtney T.,02/02/24,1,,1,3,"We heard good things about Bang but were disappointed with our meals during restaurant week. Here's a breakdown of what we ordered!

Goat cheese pierogis with cilantro sauce: as a fan of goat cheese, these were just missing something. Don't know what, the dough was cooked well but just felt incomplete. Cilantro sauce didn't have much flavor.

Smoked Salmon Naan: best item of the night in my opinion! Would have been good to have toasted the naan a bit. It was just cold naan cut up into pieces.

Bulgogi lettuce wraps: greasy, fell apart. Couldn't eat as a lettuce wrap and lacked bulgogi flavor. Moreso tasted like pot roast with kimchi. Still good, but not bulgogi.

Crab Wontons: good, sauce is very sweet but complemented the crab filling.

Kale tortellini: honestly, did not like these at all. I like kale, I like brown butter. These were not tortellini like I know them (those little round stuffed pasta guys). And the flavor was just not there. 

Hot honey chicken: verygood but not spicy at all. Could have used more sauce.",227,8
Caitlin M.,09/02/24,,,,5,Everything we ate was amazing. From the fried chicken to the cauliflower. The bao buns were perfection. Great service. Great food. Love how it has a homey historical vibe.,39,
Sharon C.,15/02/24,,,,5,The Asian fusion at BANG is excellent.  The small plate servings are great.  The BBQ beef short ribs tapas were great.  Chickpea egg rolls and brownie bite cheese cake were all great .  Christi our server made excellent suggestions.  Loved the experience as well! We highly recommend this restaurant.,1,
Ivy W.,03/03/24,,,,3,"I honestly thought this place was a bit overrated. The food was okay. I had two different bao buns. But it was crazy expensive, especially the 15$ drinks and it was nearly impossible to get the servers attention. It seemed like they didn't want to interact at all and I would have to basically yell excuse me in order to ask a question before they ran from the table. There is an automatic gratuity added to the bill and the servers seem to take that as an excuse to avoid helping. Overall mid.",8,
Sarah S.,04/03/24,,,,4,"Came to Bang! For a friend's birthday dinner, we had a section reserved for about 9 people upstairs. Our section was cozy but very roomy. This is a unique experience as you check off items from a paper, give the paper to the server and they bring out your dishes. They offer a variety of vegetarian/non vegetarian dishes and a large cocktail menu. The lighting was really dark so I couldn't take good photos without an obnoxious flash but the food was very good! We ordered a pork bun, pickles, furikake edamame, firecracker shrimp, and the mushroom drunken noodles. Their menu did vary from the menu online. Each bun is $4 and the portion size is worth it in my opinion. I was a little dissapointed with the pickles, I thought it would be a variety of pickled veggies but it was just a little bowl of pickled cucumbers. The shrimp and drunken noodles were amazing!! Edamame were so so. This is a great place for groups in my opinion they offer something for everyone!!",122,290
Evelyn S.,31/03/24,,,,5,"All around delightful - foo is fabulous, service is great. The most unexpectedly delicious is the brussel sprouts, but ev we had was great.",16,1
Erina F.,17/04/24,,,,1,"So food is pretty good, but the service is terrible. Enough for me to want to write something about it. Waited 30 minutes for water. Our first tapa came out before I had anything to drink, and I only got it because I asked the bartender. An hour later, as we patiently wait for the rest of our tapas to arrive, the waitress asks if we need anything. I told her we were just waiting for our last two tapas. She gives a surprised look, says nothing else, then goes back to the kitchen. 15 minutes after that one of the tapas arrives. Another 15 for the tapa after that, and by this point, they actually have the waiter and food runner checking if we are still waiting for our short ribs. Not sure what was going on. Lots of employees walking around and not a lot of tables for a slow 6pm Wednesday dinner. Not worth the trouble going here.",9,
Tina V.,26/04/24,,,,2,"watered down asian food, if you can even call it that, that is made specifically for white people

korean bbq lettuce wraps taste nothing like korean bbq. seasoned with what tastes like mccormick steak seasoning lol. just because there's sesame on it doesn't make it ""korean""

popcorn shrimp was pretty good i won't lie

goat cheese dumplings were horrendous in my opinion, but if you like goat cheese then you'd probably like it

chicken was meh

i guess if you're white and don't normally have asian food to understand what's good and what isn't then you'd probably enjoy it but if you're looking for actual asian food and not whatever the hell this is just go to maps and look at the ten other asian restaurants in a 500 feet radius. two stars because the shrimp was actually not bad and the waiter was nice",5,
Andrew S.,17/05/24,3,1,5,3,"Very interesting flavors here at Bang. It truly is a fusion restaurant. Not sure what happened, but everything we ordered was fried. Oops! Our party of two ordered five dishes to share. We had the Chickpea Spring Rolls, General Tso's Cauliflower, Goat Cheese Dumplings, Avocado Wontons, and Pork Belly Rice. My personal favorites were the cauliflower and pork belly. In fact, the pork belly is to die for. Incredible flavors and went well with the hot and crispy rice. Cauliflower was nice and crispy too. The other dishes were just okay. I would describe the spring rolls as a very tiny Samosa wrapped like a roll. The sauce is the same sauce you would get with an Indian Samosa. Avocado Wontons and the Dumplings were okay.
 
Service was fast. Ordering is simple, but not the most interactive method. Very little communication with the servers, but receipt starts tip at 20%. So am I tipping based on just food? It was busy out and not a ton of parking in the area. There are several lots for paid parking.",1268,4808
Lauren M.,25/05/24,,,,5,"When I tell you...this place is always worth the trip. I remember coming here in college when it was more of a sushi bar with plenty of alcohol to keep you going all night long. 
The menu is more Asian fusion meets tapas and the flavors do not disappoint. 
The food comes out very quickly, so come hungry and order like you mean it. 

They've got something for the Asian adventurous as well as those who like to play it safe. Vegan friendly and gluten-free friendly options also. 

I highly recommend: 

General Tso's cauliflower 
Drunken noodles 
Beef short rib bao buns 
Mushroom bao buns 
Coconut rice 
Crab wontons 

Not a big fan of... the chickpea spring rolls and the mushroom wontons. 

Girls was my favorite cocktail, so I would say choose your favorite flavor combo and go for it!",165,27
Kyle D.,25/05/24,,,,5,So good! Definitely recommend! We've been here multiple times and it is always good! Their specials are fantastic and the menu has a great variety of options for vegetarian and gluten free.,16,
Cindy L.,26/05/24,,,,5,"Food and service amazing! Highly recommend.
Servers are top notch! They have the best atmosphere.",2,
Mark L.,02/06/24,,,,5,Eclectic menu of Asian tapas a couple blocks from the downtown mall. Coconut rice is yummy. Drinks are outstanding.,4,
Jim L.,22/06/24,,,,4,"The food's pretty decent, they've got good flavors and I like the concept of ordering small plates and share with people. My only down side is that it's a bit pricey",250,250
Matthew C.,25/08/24,,,,2,"Asian fusion tapas sounded like a fun idea, so we visited Bang! on a Saturday night. We were seated quickly and ordered the pickles, pork belly bao, fried chicken bao, tempura zucchini, and pork belly friend rice. We really wanted to like this place, but it ended up being gross. The bao buns were totally raw in the center and looked more like pallid bean bags than sandwiches. Most of the tempura batter on the zucchini had run off, leaving the scalding hot vegetable with a few chunks of burnt dough clinging to the edges. The fried rice was the best dish we tried, but $18 for an appetizer-sized bowl of rice left a different kind of bad taste in our mouths. The lukewarm warm tap water was a welcome, if underwhelming, relief from the food. Our waiter was friendly and prompt.",1,175
Claire R.,10/09/24,,,,4,"Loved dinner here on Tuesday! It wasn't that busy, easily sat on the front porch and people watched. The ambiance is very cute and pretty laid back - it's in a renovated house with indoor, front porch, and back porch seating.

It's tapas style with delicious drinks! The portion sizes are pretty large - they recommended ~2 a person but maybe 1.5 would be fine. There are plenty on options for vegan and gluten free. There's also street parking!

Best items:
Drinks! I got the strawberry moon and it was fantastic so fresh!
General Tso's Cauliflower: not too fried or sauced, you can still taste the cauliflower which I appreciate
Beets: perfectly cooked
Brussels sprouts: comes with an orange sauce with was delicious!",45,
Jonathan N.,12/10/24,,,,2,"We went with high expectations but we were extremely dissatisfied! Our ""waiter"" brought our drinks and took our order only to never show up again! Literally sat there for 45 minutes without food, water refill or anything! I am convinced we were forgotten about! 
Food portions so small and very expensive!! Would not ever go back!",5,
Georgia J.,23/10/24,,,,4,"We loved our meal at Bang! Everything was super flavorful & fresh, and our waitress was really helpful with deciding what to get :) we started with a few bao buns, had 2 vegetarian tapas, and a traditional tapas and we were very full! Sitting outside was very enjoyable!",52,
Zara T.,13/12/24,,,1,4,"The food was delicious!! We were in town and this place was recommended by a friend. It definitely lived up to the hype! 

Our server was helpful and got us going with drinks. You mark off what you'd like to eat and then they bring it out ""tapas style"" as it's ready. 

The building is a house, so we were sitting likely in the living room (lol). It's quirky, and I wish we could've sat outside. But it was good! This is a good spot for a date night or dinner with a few friends (more so than large groups). 

They do not have hot sake, which we were hoping for on a cold night. My only other complaint, and really it's a me thing, was that food came out really fast. We wanted to sit and enjoy the drinks, the food, the company. We were scrambling to finish and make room on our tiny two-top. 

Small thing! I'm sure it works for others... I'm a slower eater. 

Pro tip: order food a little at a time. Our eyes were bigger than our stomachs!",241,69
Zoe G.,02/02/25,,,,5,"Went for restaurant week in a group of 4 so we had 12 dishes. It was so much food. 
Favs were tuna crispy rice, chili garlic chicken noodles, tempura sweet potatoes, Korean beef spring rolls and duck ravioli.",12,
,,,,,,,,
