,,Author,Date,Cool,Funny,Useful,Rating,Message,"Author Reviews","Author Friends","Author ID",Location,"Profile URL","Profile Photo",URL
65,,"Adelbert B.","2022-11-30 13:24:45",0,0,0,1,4,"Well, this appears to be one hoppin place in the Vancouver downtown area. I chose it because it was walking distance from the Hilton and it was open late.

Sat at the bar and had a bean dish topped with an egg and what I believe was a Cajun style sausage. It was delicious! It had some spices I couldn't quite identify but it was really good. I would put it in the comfort food category. The portion was not large (not small but I hadn't eaten all day) so I also ordered the side dish of carrots.

The carrots may have been the best I ever tried! They were grilled with some type of nut and a thin sauce that was delicious. Also very pretty multi colors of carrots. If you come here you have to try them.

Service was attentive and friendly- I was alone so I ate at the bar.

The only downside is that the wine was a little disappointing- I wish I would have went with beer as it appeared they had a much better selection.

They also have a very extensive selection of mixed drinks and spirits. I tried an old fashioned but I was also a little disappointed with that. The bartender noticed and didn't charge me. Even so, this is an expensive place if you drink, although I thought the food was reasonable for the area.

Ambiance was pretty cool - had a selection of vinyl records playing a mix of genres. Loud but not too loud to converse.",106,36,JE5MnVLM9q7HBBlMtBZcow,"Lowell, IN",https://www.yelp.com/user_details?userid=JE5MnVLM9q7HBBlMtBZcow,,https://www.yelp.com/biz/the-local-charlottesville?hrid=
66,,"Leesa T.","2023-01-22 01:55:41",1,0,0,1,4,"My birthday was on a Monday evening. Many places in Charlottesville are closed on Monday's. The Local was recommended by the staff at The Oakhurst Inn. It was a great recommendation and end to a perfect weekend spent in Charlottesville. 

The Low Down:

Call ahead early for a reservation. The tables on the front right side are going to be close to the host or hostess. Try to sit closer towards the back or over to the left to avoid hearing their conversations with guests during your dinner.

The food: it's made with locally grown produce and is very fresh. 

The roast local squash was stuffed with cheese and oozing with flavor. This dish was devoured. 

The gnocchi bolognese had a creamier sauce- it worked really well with the cheese and hand made pasta. 

The dinner was memorable and a great way to celebrate on a Monday evening.",211,66,z9ETkuYUOa20SV-cdQh9vQ,"Washington, DC",https://www.yelp.com/user_details?userid=z9ETkuYUOa20SV-cdQh9vQ,https://s3-media0.fl.yelpcdn.com/photo/qCZ4UDzkPJqstI5-VxxN8w/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
67,,"Jaqui L.","2023-01-28 01:59:11",0,0,0,2,1,"We were asked to leave after an hour and 15 minutes for dinner. Check was printed at 7:55, we were chatting after dinner, finishing our 1 drink each and rudely told at 8:05 that people were waiting,  and we needed to go. There were empty tables around throughout the restaurant at the time, and on our way out, we saw no one waiting. The table next to us was asked to leave as well. Not sure how many others. 
What a horrible end to an otherwise nice dinner.",3,97,kFHjdO4oJ9cot3198MVmzA,"Virginia Beach, VA",https://www.yelp.com/user_details?userid=kFHjdO4oJ9cot3198MVmzA,,https://www.yelp.com/biz/the-local-charlottesville?hrid=
68,,"Jeff W.","2023-01-30 22:53:50",0,0,0,0,5,"The fried brussels sprouts and cauliflower starter was a decent portion and enough for 3 people, and was fantastic.  I ordered the beef tenderloin special, and it was cooked perfectly, and very well seasoned. Wife got the bison skirt steak and it was delicious. Our friend ordered the pork chop, and it was tender and juicy  Great atmosphere, wonderful service. We'll be back for sure.",172,149,DSiLtwjtjNWLBwRkZrid-g,"Manhasset, NY",https://www.yelp.com/user_details?userid=DSiLtwjtjNWLBwRkZrid-g,https://s3-media0.fl.yelpcdn.com/photo/38DpgEUqUT9N6SP1_D-VVw/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
69,,"Morgan M.","2023-02-03 22:22:06",0,0,0,2,3,"Our food was amazing!! Super great host and waitress... I wish I could remember her name but she was awesome! However, at the end of our meal we were finishing up drinks after we had gotten our check and we were rudely asked to leave. It had been 10 minutes after receiving our check and the manager approached our table and said ""All right y'all, I hate to be the bearer of bad news but it's about that time."" We had been there for maybe an hour and 15 min. We couldn't believe the abruptness, especially because we were never even informed of any sort of ""time limit"" for dinner. We were rushed out so fast that I even forgot my purse! Definitely would recommend in terms of food but if you like to eat for longer than an hour.. you may be ushered out!",1,0,X_v8eATkHHJ5NB3sPuNVpA,"Sandusky, OH",https://www.yelp.com/user_details?userid=X_v8eATkHHJ5NB3sPuNVpA,,https://www.yelp.com/biz/the-local-charlottesville?hrid=
70,,"Dwaipayan R.","2023-02-12 03:16:11",0,0,0,1,4,"Located in Belmont downtown, this was the only place that had tables available on a Sat evening. They have a large space upstairs where we got seated. Have their fried shrimps for appetizers and the flour less chocolate cake for dessert. They are the best. The fried trout could've been moist.",50,61,ENbZndMcPc1dpA8J1y2G9w,"Charlottesville, VA",https://www.yelp.com/user_details?userid=ENbZndMcPc1dpA8J1y2G9w,https://s3-media0.fl.yelpcdn.com/photo/wIsUyKwb1SiiAIs38mK9sA/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
71,,"Cat O.","2023-02-16 04:49:45",0,0,0,0,4,"Between a 3 and a 4 for The Local. Although nothing was outright bad about dinner here, it left a lot to be desired. Each part of the dinner wasn't quite right:
-My cocktail glass was under filled (especially for $13)
-Appetizer (cheese board) was more basic than expected and had greens/lettuce as filler
-Entrees were overdone and on the bland side
-Dessert was missing a component listed on the menu
 Each part just felt lackluster and overall missing extra flavor and intention/thoughtfulness. Not a bad restaurant for decent, casual food and very nice service, but it's not the place for a fun/special occasion experience that feels well crafted despite what its website appears to claim. 
I really appreciate their focus on local ingredients and wanted to like this place because of that, but it could do much more given the price point and supposed reputation.",12,0,_7cj8YZ654eK6VFm7jGsjQ,"UPR MAKEFIELD, PA",https://www.yelp.com/user_details?userid=_7cj8YZ654eK6VFm7jGsjQ,,https://www.yelp.com/biz/the-local-charlottesville?hrid=
72,,"Shannen F.","2023-02-19 02:58:11",0,0,0,0,5,"We came in for a drink while we waited for a table at another place close-by and sat at the bar. Had already checked their food menu before and decided to stay for dinner and holy moly, SO glad we did! Got the Salty Dog and an OF to drink (both spot on!), the short ribs and a special for the day (grilled ribeye) and we were 100% full and satisfied! The short ribs were incredibly tender, juicy and delicious, which is awesome as a regular menu item! The bartenders were also amazing and attentive and worked so smoothly behind the bar. Will definitely return on our next trip back to C'Ville! (sorry no pics)",12,9,_Jtn-CeNaG84VMkbsJPYBw,"Richmond, VA",https://www.yelp.com/user_details?userid=_Jtn-CeNaG84VMkbsJPYBw,https://s3-media0.fl.yelpcdn.com/photo/GaU8o-fDA9YrPjVpPe05BA/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
73,,"Sheila F.","2023-03-09 20:45:37",0,0,0,1,4,"Loved the atmosphere, the service, and the ambiance.
I had the short ribs which were delicious. My husband had the special which was steak.  It melted in your mouth.  My daughter had the one dish that wasn't quite 5 stars.  She had the stuffed acorn squash.  The bottom of the shell was good but the sides were not done enough.  She did mention it to the waitress who would have taken care of it, but we were on a time constraint.  We would definitely go back again!",9,0,_XUWQurLYAKtuUEbV_--sg,"Southeast Washington, Washington, DC",https://www.yelp.com/user_details?userid=_XUWQurLYAKtuUEbV_--sg,,https://www.yelp.com/biz/the-local-charlottesville?hrid=
74,,"Sydney Y.","2023-03-10 03:25:15",0,0,0,0,5,"I was skeptical about this restaurant after seeing the reviews. However, The Local was delicious! Not only was the pomegranate localjito amazing, the steak was cooked perfectly and served with blue cheese and a cream sauce that I am still thinking about. I also got the side goat cheese salad which was good as well. I would easily go back, and 25$ for steak frites is a steal! Don't forget to dip your fries in the chive ranch. Delish!!",78,53,HwcKGdd5fjuz9vbh8LBXBg,"South Kingstown, RI",https://www.yelp.com/user_details?userid=HwcKGdd5fjuz9vbh8LBXBg,https://s3-media0.fl.yelpcdn.com/photo/e8nTebG1nnft2EGMbc71ZQ/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
75,,"Charles P.","2023-03-12 03:02:58",0,1,1,1,5,"We had a very enjoyable experience eating at the Local.  The restaurant is easy to find but parking is mainly on residential streets.  My outstanding good fortune, using extensive karma, landed me a spot in the next block. I like the ambiance a lot with exposed brick, low lights and cozy bar.  Lots of unique and local craft beers on tap. I could see sharing an evening there with a special date, holding hands, and, you know.
My preference would be to sit upstairs, which seemed less crowded, but still had exposed brick and wood.  Let's get to the food:  ample portions, deliciously prepared.  Enough of a selection to please everyone.  Seafood, salads, chicken and beef.  Our steaks were just perfect and the garlic mash potatoes a perfect side. The desert could have been larger but we certainly didn't need more food.
Definitely make reservations.",33,1,cj5sIFjB5uESCSyY1uOxDg,"Fairfax, VA",https://www.yelp.com/user_details?userid=cj5sIFjB5uESCSyY1uOxDg,https://s3-media0.fl.yelpcdn.com/photo/S3bsdE_RQRJLM2ENkIfnng/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
76,,"Rosie H.","2023-04-04 02:04:09",0,0,0,0,3,"AMAZING ambiance, just ok food. The service was also amazing!
Very loud, fun place to just people watch.",22,0,obCXEeZSGkCO0yZ6f7A79A,"Anaheim, CA",https://www.yelp.com/user_details?userid=obCXEeZSGkCO0yZ6f7A79A,https://s3-media0.fl.yelpcdn.com/photo/R-F3_RZwYp7uxCH9Gw6cmA/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
77,,"Sid P.","2023-04-18 03:43:27",0,0,0,0,3,"Staff was friendly, ambiance fantastic! Brussels and cauliflower were great. Unfortunately, the roasted squash came out lukewarm, with burnt goat cheese bits and a random mountain of unmelted shredded cheese on top. Doesn't seem like they know how to do vegan/vegetarian options very well...",6,0,3VyPR3PATzKC6jPlZrzDuA,"VA, VA",https://www.yelp.com/user_details?userid=3VyPR3PATzKC6jPlZrzDuA,https://s3-media0.fl.yelpcdn.com/photo/-nJwVKx_fJ9fpg9Uw_tdKA/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
78,,"Rochelle C.","2023-05-14 16:17:38",0,0,0,0,5,"We went last night to celebrate my granddaughter's birthday.  This was the first visit for all 5 of us. The Local is huge with 2 floors as well as an outside area.  It is in a mostly residential area making parking a little difficult.  It is surrounded by quite a few other local restaurants. We had the Bison Meatballs and fried cauliflower and Brussels sprouts as appetizers.  Both were good. Two people has the crab soup which was excellent.  I had a goat cheese salad with strawberries and candied pecans which was delicious. We had the special of Beef Tenderloin, Pork Chop and Gnocchi Bolognese.   All were delicious and bright leftovers home.  Our waitress was very nice and our table was ready when we arrived.  We look forward to going back and trying dishes we missed.",13,9,XcQ23_C2BeErYOpWlHv19w,"South Burlington, VT",https://www.yelp.com/user_details?userid=XcQ23_C2BeErYOpWlHv19w,,https://www.yelp.com/biz/the-local-charlottesville?hrid=
79,,"Jackie G.","2023-05-18 00:23:07",0,0,0,0,5,"Food: Absolutely, stunningly delicious. We shared- Fried Cauliflower & Brussel Sprouts, Beef Short Ribs, Chocolate-Bourbon Pecan Pie. Just wonderful. 
Service: Host wore a Scottish kilt and coat, absolutely lovely. Claudia, our server, was massively charming, very attentive, and spot-on on her recommendations. 
Ambiance: Beautiful little place with a lot of charm and friendliness.
Seriously recommend!",16,0,BBB7tAw08TG_4mT-dLQrdA,"Atlanta, GA",https://www.yelp.com/user_details?userid=BBB7tAw08TG_4mT-dLQrdA,,https://www.yelp.com/biz/the-local-charlottesville?hrid=
80,,"Janet P.","2023-05-27 13:04:22",0,0,0,0,4,"Super cool smaller place in the getting-trendier Belmont section of town.  The cocktails are inventive, filled with herbal touches, light compared to a big city pour.  I had the Caesar salad and the fried trout.  For me, just much food!  My friends shared a salad and still couldn't finish their dinner. The trout dish offered two large fillets, surrounded by crispy crawfish over top of greens...collards I believe.  The latter, ample in portion, would have filled my green desire, but the preparation was quite vinegary, typical in southern cooking, but an odd taste for me. A touch crispy on the fried bits.  The Caesar was lovely, a light dressing. Very friendly waitstaff.  And reservations were handled smoothly.  While my experience didn't top out, my friends assured me it wasn't their best meal there but it's definitely worth revisiting.",222,12,fGa_NZO06fFBMeqS_00v9Q,"Rehoboth Beach, DE",https://www.yelp.com/user_details?userid=fGa_NZO06fFBMeqS_00v9Q,https://s3-media0.fl.yelpcdn.com/photo/KMUEe7EeVt8dNTf-8z6Pww/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
81,,"Randy T.","2023-05-30 00:53:46",0,0,0,0,3,"I dont have any complaints about the service or the ambiance, both of those were top notch. I got the burger and my fiancé got the gnocchi. I asked for the burger medium and it was very well done and dry, there was nothing special about it and honestly it was disappointed, for $16 I expected better. My fiancé got the gnocchi and she enjoyed it but the first comment she made after taking a bite was ""it tastes like hamburger helper"", which again you shouldn't say for an $18 plate. So overall the vibe and service was nice but we were unfortunately disappointed with our meals.",86,4,gxid56cKAVsEyko90wvWzQ,"Virginia Beach, VA",https://www.yelp.com/user_details?userid=gxid56cKAVsEyko90wvWzQ,https://s3-media0.fl.yelpcdn.com/photo/8pXXDBXDCJ1mBz5uEEXx-w/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
82,,"Elizabeth S.","2023-06-02 23:43:44",0,0,0,0,1,"I came here May 2023 for graduation weekend for my friend at UVA. I was disappointed that the other restaurants we went to when I was in town that were cheaper were much better than what we had here. 

There was a pre fixe menu for graduation weekend, I chose the goat cheese salad, beef tenderloin, and cheesecake. The portions were incredibly small for the set price that doesn't even include drinks. The steak was extremely well done and unseasoned despite the sauce on top that was bitter. I prefer a medium rare but we were not asked how we wanted our steaks prepared. It was tough and difficult to chew. The mashed potatoes and string beans were sparse and unseasoned. The cheesecake on the outside looked sort of like plastic- indicating it had been sitting out for a while before being served. I left hungry and unsatisfied unfortunately. 

TLDR; I wanted to like this place since my friend had such high opinions about it but I was not pleased. Another friend at the table was not pleased with his food either and he received the same choices, it was not just my plates.",59,159,Ib0b0Hg5xWW2LWen1FbYKw,"Washington, DC",https://www.yelp.com/user_details?userid=Ib0b0Hg5xWW2LWen1FbYKw,https://s3-media0.fl.yelpcdn.com/photo/j0R1ExLA6TpHMPK0a7cdQA/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
83,,"Laurie O.","2023-07-02 23:45:02",0,0,0,0,5,"The drinks were great! The food was AMAZING! We got the meatloaf and the Seafood Pasta. So delicious!",11,15,LH2Iu9eAGhW9bT6vEK7nHg,"Metairie, LA",https://www.yelp.com/user_details?userid=LH2Iu9eAGhW9bT6vEK7nHg,,https://www.yelp.com/biz/the-local-charlottesville?hrid=
84,,"Ron A.","2023-07-05 18:20:02",0,0,0,0,5,"We did not know that you were supposed to have reservations, but the manager on duty checked and found us seats. The server, Maria, came almost immediately to get our drink orders. She recommended the house red and it was good. 
She took our orders and we didn't wait long. My wife had the beef tip, which was good; I had the bison steak frite, which was good, but it was underseasoned. 
We would recommend this restaurant and would go again if we are visiting the area again.",28,37,vb2EwExdrzhWP7tc4ajNXg,"Okeechobee, FL",https://www.yelp.com/user_details?userid=vb2EwExdrzhWP7tc4ajNXg,,https://www.yelp.com/biz/the-local-charlottesville?hrid=
85,,"Cameron W.","2023-07-13 01:19:47",0,0,0,0,5,"The Local is a gem, not far from the downtown mall, but just far enough away that it gets soared a lot of the crowds. Reservations are always easy to get and this has quickly become a favorite to take guests to. Their focus on locally sourced ingredients really pays off. There are many options without the menu being overwhelming. The fried chicken and the mushroom pasta are my favorite and I am obsessed with the Lady Mondegreen cocktail. Service has always been swift and servers have always been kind and helpful. We have been seated upstairs, downstairs, and outside and have enjoyed each ambiance.",106,501,tZg7BTuZQbIAUv4RI-8fZw,"Charlottesville, VA",https://www.yelp.com/user_details?userid=tZg7BTuZQbIAUv4RI-8fZw,https://s3-media0.fl.yelpcdn.com/photo/TYPnenOmzf_e93lPKTEfUA/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
86,,"Michael T.","2023-07-14 11:37:11",0,0,0,0,4,"Everything seafood. Atmosphere was lovely, my special of rainbow trout was very good.",2,82,dBH-plS9cFPw-2omTTDjBg,"Highlands/Perkins, Baton Rouge, LA",https://www.yelp.com/user_details?userid=dBH-plS9cFPw-2omTTDjBg,,https://www.yelp.com/biz/the-local-charlottesville?hrid=
87,,"Crystal H.","2023-07-15 20:57:35",1,1,1,1,5,"Great experience! The food was delicious. They gave us the wrong dish but let us keep it and quickly gave us the correct one. The drinks were delicious. The service was great. The man working the bar was so friendly, really liked him. The flavor of the seafood pasta was so interesting and unique from anything i've ever had before. There's only street parking and neighborhood parking. It's located in an interesting location where there's a small handful of other restaurants within this residential area.",69,0,UmfBVOnMRkuDDmrO3Uo9Sw,"Reno, NV",https://www.yelp.com/user_details?userid=UmfBVOnMRkuDDmrO3Uo9Sw,https://s3-media0.fl.yelpcdn.com/photo/mmaTtRBp2DLwWX9b4DuiLQ/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
88,,"Mike B.","2023-07-22 23:58:26",0,0,0,0,5,"Great food, great service, and great atmosphere!  We had a horrible experience at a neighboring restaurant, and walked to The Local. They seated us immediately, was greeted by a great server, and received great food and service!  We'll be back!",34,0,Yae2VcFe-ezzsuHOR53klA,"Reston, VA",https://www.yelp.com/user_details?userid=Yae2VcFe-ezzsuHOR53klA,,https://www.yelp.com/biz/the-local-charlottesville?hrid=
89,,"Brooke N.","2023-07-24 19:52:37",0,0,0,0,5,"One of the best spots in cville. the coconut mojito is best mojito i've ever had - and the truffle pasta is incredible! service is also consistent and great each time.",17,1,G4DVbccqcfGVosAD1L5UZA,"Charlottesville, VA",https://www.yelp.com/user_details?userid=G4DVbccqcfGVosAD1L5UZA,https://s3-media0.fl.yelpcdn.com/photo/HEIXas0LVmyZzoz6eS3DjQ/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
90,,"Don V.","2023-08-07 22:50:48",0,0,0,0,5,"Great atmosphere, great food good wine.  Sat in the front room and Justin the bartender served us.  His recommendations were. Spot on.  He was very attentive.  My wife had the short ribs and I had the mushroom truffle.  Both ver served quickly and tasted great.  
Definitely recommend.",21,1,Ga8fyp1s1C4DDB_UOBrxHQ,"Mertztown, PA",https://www.yelp.com/user_details?userid=Ga8fyp1s1C4DDB_UOBrxHQ,,https://www.yelp.com/biz/the-local-charlottesville?hrid=
91,,"Mark R.","2023-09-07 00:44:25",0,0,0,0,5,"We had a nice evening here and for an up scale restaurant the cost seemed very reasonable. We had 4 and had salmon, short ribs and chicken which were all rated as excellent. The prime fillet was good. For apps the salads, shrimp, and buffalo empanada were all excellent. I would return here again. The drinks were straight forward and fun cocktails were just what we ordered. Overall a very nice place. Head a little south of main Cville",10,0,RPtWAbKf3IuM9MZ3qS7PyQ,"CO, CO",https://www.yelp.com/user_details?userid=RPtWAbKf3IuM9MZ3qS7PyQ,https://s3-media0.fl.yelpcdn.com/photo/8gzHcTEjo6mKDIoBFLspQg/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
92,,"Guilherme B.","2023-09-09 20:52:21",0,0,0,0,5,"The local is from far one of my favorite restaurants in town. The food is unimaginably tasteful and cured. I always said that in my life good food it would come from home and nowhere else, however, this restaurant might be the exception. I can be precipitating myself by saying this, however, I do believe that the service at this restaurant definitely offers a different point of you when it comes to hospitality. It's inevitable to notice the kindness, warmness, and appreciation culture that comes from the beginning to the end of your experience. I must say that I was not impressed completely with the ambience, but everything else inside of my experience make up for it. And in addition to my statement, The Local, so far, has the best quality and selection of wines that I have tried in the city of Charlottesville.",9,0,tzXBXlA6h1DPRJiGvFeZeQ,"VA, VA",https://www.yelp.com/user_details?userid=tzXBXlA6h1DPRJiGvFeZeQ,https://s3-media0.fl.yelpcdn.com/photo/lAog7jg6Fb1G4ipwkZyVvg/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
93,,"Jimmy S.","2023-09-16 23:47:28",1,0,0,0,5,"We came here with a large group, so had the scaled down menu, but we were very happy with the food we ordered.  We will definitely be coming back for the full menu.  My wife ordered the Local ""River Oaks Farms"" chicken and I ordered the meatloaf wrapped in bacon, with bbq sauce on it.  Mine was a home run and I wish I had their recipe.",206,167,9sT5Cbax_JDuWm_Awj9fAw,"Barboursville, VA",https://www.yelp.com/user_details?userid=9sT5Cbax_JDuWm_Awj9fAw,https://s3-media0.fl.yelpcdn.com/photo/AJKmXWjSSU5kxr_jghxbIQ/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
94,,"Alex C.","2023-09-29 15:18:25",0,0,0,0,3,"How the mighty have fallen.  For about six years, I considered this my favorite Charlottesville restaurant, but my last two visits have not been good.  First of all, the place has become very noisy.  I don't know if was a redesign, a more boisterous bar business, or a change of clientele, but the ambience has been ruined.  Second, the food has become inconsistent, and service has slowed to the point that I've been served tepid food on several occasions.  I am no longer recommending this place, which makes me sad.",25,0,wMXtlhD-vcGu3VfiC7pZtQ,"Charlottesville, VA",https://www.yelp.com/user_details?userid=wMXtlhD-vcGu3VfiC7pZtQ,https://s3-media0.fl.yelpcdn.com/photo/-7kE4O0_QNXZRRNydBRyIg/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
95,,"Jacob O.","2023-10-16 23:18:45",0,0,0,0,5,"The local is my personal favorite restaurant in Charlottesville. Since moving here 3 years ago, my partner and I have spent 3 birthdays and 2 anniversary dinners with The Local family. We love the rustic feel of the building. The service is always wonderful. Servers, bartenders, and bus staff are incredibly friendly, always quick to lend a hand at the drop of a hat. The food is divine. The truffle pasta is a staple and always has my partner coming back for more. My favorite entree is the tenderloin which may just be the best steak in Charlottesville. When it's time for dessert, make sure you try the chocolate pecan pie. The Local is easily a top 5 restaurant in Charlottesville!",3,0,VKjM8n2F996lSF196jiRww,"Roanoke, VA",https://www.yelp.com/user_details?userid=VKjM8n2F996lSF196jiRww,,https://www.yelp.com/biz/the-local-charlottesville?hrid=
96,,"Linda M.","2023-10-17 15:39:34",0,0,0,0,3,"We had my son's rehearsal dinner there Friday night.  I was disappointed  on several levels. The tables looked nice with the flowers and white tablecloths.  The drinks were great.  However, for the later party they forgot to put the crackers out with the cheeses and forgot to put out the desserts I ordered.  I didn't notice until late in the evening when I pointed out that failure to them.
  I was disappointed we weren't told that there were two other parties going on both sides of our room so the noise level and heat was high.  Plus, I've never attended or had an event where the point person we had been working with wasn't even there.  The beef was excellent but the trout was unappealing to look at and tasteless.
  Frankly I believe they were over extended with 3 parties upstairs and regular in-door and patio dining downstairs.",4,0,IDLXzrhZ2ptjrR0oIj8jKg,"Chatham, MA",https://www.yelp.com/user_details?userid=IDLXzrhZ2ptjrR0oIj8jKg,,https://www.yelp.com/biz/the-local-charlottesville?hrid=
97,,"Brian G.","2023-10-28 23:49:14",0,0,0,0,5,"Came here for dinner.  Had scallops appetizer and cauliflower Brussels sprout  appetizer.  Main meals were meatloaf, angus burger, short rib and pork chop and everything was outstandingly delicious.   Dessert was chocolate cake mixed berry cobbler and this place was beyond excellent.   Highly recommend!",24,48,LrSuocwpKKh29EX_Yh-Tkg,"Milford, NJ",https://www.yelp.com/user_details?userid=LrSuocwpKKh29EX_Yh-Tkg,https://s3-media0.fl.yelpcdn.com/photo/82JzeQ3Zj3-F8pmG0590Lw/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
98,,"Emma E.","2023-11-27 06:33:11",0,0,0,1,3,"Eh.  Certainly not the worst dinner I've had but when the Local stacks up against other New American fare in Charlottesville it doesn't quite hold up in comparison. 3/5

TLDR the food is fine but not the best I've had here. If you're looking for ~$20 per person entrees for a decent night out you'll find it, but better and similar fare can be found at other spots around town.

The service and the ambiance are both good, it's very cute inside and old wood and bricks. The building is historic and it's well curated with local art. Tables are far too close together we were basically sitting on top of the people behind us and that was uncomfortable. Dining room was way too cold in the winter -bring a jacket.

The start we had a cheese and fruit plate. The cheese was pretty boring IMO - Brie, smoked Gouda, and then two white cheeses probably a cheddar and Parmesan. Fruit was grapes and apples. Good, but again kind of just meh.

For entrees, we had two pasta dishes at our table and two meat entrees. I had the shrimp carbonara, my friend had the truffle mushroom linguine, my boyfriend had the meatloaf (recommended by our server) and my friends boyfriend had the steak. All of us felt very meh - there was no standout dish everything was kind of just meh.

My shrimp carbonara was okay, the pasta was the star. It was perfectly cooked and the pasta tasted handmade. The shrimp half was tail on half was tail off and it felt cooked unevenly - some pieces were cooked too long and super curled and rubbery, some pieces were juicier. The sauce was a letdown - for a carbonara, this was like eating cheese water. Thin and very little flavor. I did not finish it and didn't bother taking more home. Not the best pasta in Charlottesville. This was the second dish our server recommended.

My boyfriend had the first recommended dish by our server, the meatloaf. It was wrapped in bacon atop mashed potato's and green beans. He said the green beans were slightly undercooked without much flavor but the mashed potato's were good. Meatloaf was good but could've used more sauce.

My friends mushroom pasta smelled delicious - she had similar takeaways about her pasta that I did of mine. Good pasta, but lacking in some flavor and thin sauce. Good, but not great.

Her boyfriend ordered a medium steak and this was definitely a disappointment. Let's just be honest - this steak was rare. He said the sides were good but the steak being undercooked and under seasoned was a let down considering it was a pricier item.

Beer was good, selection is decent.

Dessert was good we had peanut butter brownie w ice cream and a pecan pie. Very average but still good.

Overall I didn't feel like anything really stood out to me except the prices - C&O, Orzo and the Ridley, even Mockingbird all kinda have similar fare to the Local with some minor variations but all do a better job than the local with everything except price. Everywhere else charges about $30+ per person so I was happy we paid a little less but would've been willing to pay more for better food.

Overall the local is good but not great - personally Charlottesville restaurant scene is so competitive I would probably look elsewhere in the future for New American fare.",249,18,B4SrTn091R69TqlyywI-5A,"Charlottesville, VA",https://www.yelp.com/user_details?userid=B4SrTn091R69TqlyywI-5A,https://s3-media0.fl.yelpcdn.com/photo/4NHOOek-ZvGaxaGeEL6Vxw/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
99,,"Margaret F.","2024-03-02 18:55:15",0,0,0,0,4,"We had dinner there last night. We split the short ribs. It was memorable. We will be back!",101,10,_CfVmf-Ct4_ruwt64tCivQ,"Leesburg, VA",https://www.yelp.com/user_details?userid=_CfVmf-Ct4_ruwt64tCivQ,https://s3-media0.fl.yelpcdn.com/photo/KeM6bSbt8ShFHafRbrVgaA/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
100,,"Shawn G.","2024-03-06 02:24:48",0,0,0,0,5,"Do yourself a favor - go to The Local for dinner asap. 

Our meals (short ribs, pork chop and shrimp appetizer) were cooked beautifully and served promptly. We made some special requests that were graciously accommodated. Our food was full of flavor and served piping hot.

I'd be remiss if I didn't mention our server Justin. He was charming, informative and attentive without hovering. He asked right away if either of us were avoiding any ingredients. We explained that my husband is allergic to shellfish. It was so nice having a server ask that question up front. His recommendations were spot-on.

The next time we visit Charlottesville, we'll definitely return to The Local.",21,0,dm-z6rh8D8VgGCz23mM3Pw,"Kingwood, WV",https://www.yelp.com/user_details?userid=dm-z6rh8D8VgGCz23mM3Pw,https://s3-media0.fl.yelpcdn.com/photo/VdStIj2e8PPadiCkvCQJzg/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
101,,"Joe H.","2024-04-07 14:29:29",0,0,0,0,4,"We went to The Local on the recommendation of the proprietor of the B&B we were staying at.  It's located at corner where there are three other interesting looking eateries. 

The Local is small and has a cozy feel to it.  We had reservations and were seated right away.  We had a big lunch and were looking for something on the lighter/small side.  The menu gave us plenty of options.

We started with the Local Cheese Board.  It has Parmesan, Bleu, Brie, Swiss and Goat cheeses with apples and grapes.  Perfect with our wine.

With both did salads as entrees and I added the crab cake appetizer.  My wife wasn't crazy about here salad as the dressing had molasses in it.  I tried it and liked.  I enjoyed my house salad, they include pickled onions and cucumbers in it.  The crab cake was perfect.

I can't comment about their entrees, but the food we ate was very good.

On the downside, the service started off good, but got a little slower.  The place was busy but not packed.  Also, the chairs are very uncomfortable.  

I would go back because the food was good as was the atmosphere.",33,0,LFaPo5yI0Al7axjFf9VKGw,"Asbury Park, NJ",https://www.yelp.com/user_details?userid=LFaPo5yI0Al7axjFf9VKGw,,https://www.yelp.com/biz/the-local-charlottesville?hrid=
